date,transect,area_covered_in_sqkm,start,stop,WIL_ad,WIL_ju,ZEB_ad,ZEB_ju,GGR_ad,GGR_ju,GTH_ad,GTH_ju,BUF_ad,BUF_ju,KON_ad,KON_ju,WAR_ad,WAR_ju,OST_ad,OST_ju,ELA_ad,ELA_ju,RHI_ad,RHI_ju,HYC_ad,HYC_ju,LIO_ad,LIO_ju,JBB_ad,JBB_ju,JGO_ad,JGO_ju,JSS_ad,SJSS_ju,BEF_ad,BEF_ju,CHE_ad,CHE_ju,KOB_ad,KOB_ju,CRC_ad,CRC_ju,STW_ad,STW_juv,SER_ad,SER_juv,ELE_ad,ELE_juv,HOB_ad,HOB_juv,observer,main_prey,comments
2020-06-27,N3,0.6,11:18,11:28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,7,
2020-06-27,N1,1.5,11:34,11:54,422,39,48,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,527,
2020-06-27,N2,1.5,12:00,12:24,175,0,31,0,23,0,0,0,207,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,454,
2020-06-28,A1,1.2,7:07,7:22,9,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,16,
2020-06-28,A3,1.2,7:29,7:42,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,6,
2020-06-28,A2,1.2,8:03,8:19,29,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,,,,,,PN,82,
2020-06-28,F1,1.8,8:29,8:57,86,6,0,0,48,0,46,2,3,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,PN,191,
2020-06-28,F2,0.6,9:07,9:14,3,0,0,0,24,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,33,
2020-06-28,T1,0.6,9:33,9:44,0,0,3,0,1,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,8,
2020-06-28,T2,1.8,10:08,10:33,124,4,38,1,30,2,33,1,9,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,242,
2020-06-28,T3,1.2,11:00,11:18,46,0,24,0,4,0,77,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,164,
2020-07-30,M1,1.2,6:45,7:02,141,3,50,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,199,
2020-07-30,M3,1.2,7:14,7:34,147,0,205,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,360,
2020-07-30,M2,1.2,8:00,8:22,4,0,221,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,226,
2020-07-30,E1,1.5,8:34,8:50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2020-07-30,E2,1.2,8:57,9:07,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,15,
2020-07-30,E3,1.2,9:23,9:34,0,0,0,0,2,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2020-07-30,L3,1.2,9:53,10:44,0,0,60,3,2,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,88,
2020-07-30,L1,1.2,10:57,11:11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,16,
2020-07-30,L2,1.2,11:17,11:57,767,49,29,1,0,0,127,7,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,980,
2020-07-30,N3,0.6,12:17,12:30,0,0,331,13,1,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,377,
2020-07-30,N1,1.5,12:37,13:04,292,0,31,0,25,0,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,384,
2020-07-30,N2,1.5,13:13,13:30,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,18,
2020-07-31,A1,1.2,7:04,7:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2020-07-31,A3,1.2,7:22,7:36,0,0,0,0,16,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,62,
2020-07-31,A2,1.2,8:07,8:21,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,5,
2020-07-31,F1,1.8,8:32,8:59,64,9,0,0,4,0,27,0,0,0,0,0,7,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,PN,104,
2020-07-31,F2,0.6,9:14,9:31,65,18,86,4,25,0,9,0,0,0,0,0,2,2,0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,207,
2020-07-31,T1,0.6,9:51,9:59,1,0,25,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,30,
2020-07-31,T2,1.8,10:02,10:27,202,29,167,16,24,1,36,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,478,
2020-07-31,T3,1.2,10:48,11:16,106,0,48,0,25,0,88,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,268,
2020-07-31,S1,1.2,11:30,12:07,1070,113,89,4,27,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,1368,
2020-08-30,M1,1.2,6:28,6:42,21,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,89,
2020-08-30,M3,1.2,6:51,7:05,839,109,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,972,
2020-08-30,M2,1.2,7:30,7:43,166,17,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,196,
2020-08-30,E1,1.5,7:53,8:06,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,9,
2020-08-30,E2,1.2,8:12,8:20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,4,
2020-08-30,E3,1.2,8:38,8:49,0,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,6,
2020-08-30,L3,1.2,9:05,9:25,192,0,859,49,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,1120,
2020-08-30,L1,1.2,9:36,9:46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,10,
2020-08-30,L2,1.2,10:07,10:29,103,0,4,0,0,0,140,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,248,
2020-08-30,S1,1.2,10:38,10:54,15,0,7,0,25,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,218,
2020-08-30,N3,0.6,11:02,11:08,0,0,26,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,28,
2020-08-30,N1,1.5,11:12,11:29,2,0,9,1,12,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,80,
2020-08-30,N2,1.5,11:36,11:50,6,0,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,17,
2020-08-31,A1,1.2,6:42,6:57,69,0,0,0,3,0,1,0,56,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,137,
2020-08-31,A3,1.2,7:05,7:18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,17,
2020-08-31,A2,1.2,7:46,8:00,22,0,0,0,1,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,29,
2020-08-31,F1,1.8,8:29,9:12,126,3,0,0,46,0,28,0,167,17,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,387,
2020-08-31,F2,0.6,9:23,9:33,51,0,25,2,56,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,145,
2020-08-31,T1,0.6,9:47,10:01,8,0,76,3,49,0,33,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,169,
2020-08-31,T2,1.8,10:05,10:36,115,11,306,29,33,6,101,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,604,
2020-08-31,T3,1.2,11:06,11:18,60,0,18,3,10,0,38,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,130,
2020-09-29,M1,1.2,6:42,6:57,74,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,140,
2020-09-29,M3,1.2,7:04,7:14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2020-09-29,M2,1.2,7:25,7:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-09-29,E1,1.5,7:45,8:00,0,0,0,0,7,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,7,
2020-09-29,E2,1.2,8:05,8:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-09-29,E3,1.2,8:30,8:39,15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,15,
2020-09-29,L3,1.2,8:55,9:19,70,0,257,9,6,0,48,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,403,
2020-09-29,L1,1.2,9:27,9:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-09-29,L2,1.2,9:42,9:57,324,26,23,0,4,0,61,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,438,
2020-09-29,S1,1.2,10:08,10:25,234,7,86,4,8,0,95,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,436,
2020-09-29,N3,0.6,10:32,10:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-09-29,N1,1.5,10:45,10:58,0,0,0,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,28,
2020-09-29,N2,1.5,11:08,11:20,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,17,
2020-09-30,A1,1.2,6:55,7:11,31,0,0,0,2,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,53,
2020-09-30,A3,1.2,7:17,7:29,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,24,
2020-09-30,A2,1.2,7:59,8:12,247,0,0,0,22,5,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,284,
2020-09-30,F1,1.8,8:30,8:47,334,0,20,0,27,0,19,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,400,
2020-09-30,F2,0.6,9:07,9:19,28,0,20,3,75,0,12,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,138,
2020-09-30,T1,0.6,9:34,9:46,105,6,186,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,354,
2020-09-30,T2,1.8,9:51,10:10,111,0,240,0,41,1,71,0,38,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,509,
2020-09-30,T3,1.2,11:07,11:20,76,0,19,0,11,2,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,132,
2020-12-05,M1,1.2,6:36,6:45,0,0,0,0,6,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,9,
2020-12-05,M3,1.2,6:52,7:00,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,51,
2020-12-05,M2,1.2,7:19,7:27,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,4,
2020-12-05,E1,1.5,7:35,7:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-12-05,E2,1.2,7:53,8:15,766,118,180,22,13,0,0,0,471,48,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,1618,
2020-12-05,E3,1.2,8:25,8:35,275,16,0,0,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,332,
2020-12-05,L3,1.2,8:50,9:04,45,0,22,0,7,0,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,174,
2020-12-05,L1,1.2,9:11,9:23,16,0,0,0,38,0,0,0,223,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,289,
2020-12-05,L2,1.2,9:30,9:45,45,0,18,0,64,0,44,0,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,180,
2020-12-05,S1,1.2,9:52,10:10,117,0,39,2,61,3,33,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,257,
2020-12-05,N3,0.6,10:25,10:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-12-05,N1,1.5,10:35,10:50,0,0,0,0,1,0,0,0,1,0,7,4,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2020-12-05,N2,1.5,11:00,11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,0,
2020-12-06,A1,1.2,6:58,7:19,40,0,145,8,17,0,125,0,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,346,
2020-12-06,A3,1.2,7:24,7:35,0,0,23,0,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,60,
2020-12-06,A2,1.2,8:11,8:35,38,3,111,3,0,0,126,6,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,287,
2020-12-06,F1,1.8,8:49,9:07,99,1,0,0,13,0,61,2,10,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,186,
2020-12-06,F2,0.6,9:19,9:26,16,0,0,0,9,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,25,
2020-12-06,T3,1.2,9:53,10:09,107,0,0,0,3,0,92,0,11,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,213,
2020-12-06,T1,0.6,10:16,10:24,39,5,8,0,4,0,0,0,40,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,104,
2020-12-06,T2,1.8,10:27,10:55,174,4,100,8,16,1,99,0,215,23,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,640,
2021-01-07,A1,1.2,7:04,7:24,42,0,55,3,2,0,62,4,68,5,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,241,
2021-01-07,A3,1.2,7:30,7:48,13,0,8,0,38,1,0,0,235,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,317,
2021-01-07,A2,1.2,8:07,8:24,84,2,25,4,0,0,35,3,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,162,
2021-01-07,F1,1.8,8:33,9:10,175,2,231,26,27,1,89,0,143,14,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,708,
2021-01-07,F2,0.6,9:22,9:38,39,0,177,14,20,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,252,
2021-01-07,T3,1.2,9:53,10:23,95,3,8,0,115,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,226,
2021-01-07,T1,0.6,10:29,10:37,1,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,7,
2021-01-07,T2,1.8,10:38,11:01,64,0,12,0,44,6,82,0,200,16,0,0,4,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,424,
2021-01-08,M1,1.2,6:34,6:44,11,3,33,6,8,1,0,0,87,9,4,1,5,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,158,
2021-01-08,M3,1.2,6:51,7:06,25,5,173,16,39,0,0,0,51,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,313,
2021-01-08,M2,1.2,7:14,7:24,9,0,14,5,2,0,6,0,6,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,PN,42,
2021-01-08,E1,1.5,7:41,7:54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,2,
2021-01-08,E2,1.2,8:01,8:12,104,31,42,7,4,0,13,2,283,21,0,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,507,
2021-01-08,E3,1.2,8:23,8:36,18,0,92,6,0,0,68,9,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,193,
2021-01-08,L3,1.2,8:55,9:10,55,0,83,6,0,0,113,17,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,284,
2021-01-08,L1,1.2,9:18,9:30,0,0,0,0,24,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,37,
2021-01-08,L2,1.2,9:35,9:51,59,12,91,2,18,1,44,8,14,3,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,252,
2021-01-08,S1,1.2,9:58,10:08,242,9,2,0,6,0,56,12,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,327,
2021-01-08,N3,0.6,10:22,10:32,0,0,0,0,4,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,22,
2021-01-08,N1,1.5,10:38,10:58,10,3,4,1,12,0,28,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,139,
2021-01-08,N2,1.5,11:06,11:24,1,0,0,0,4,0,7,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,20,
2021-01-30,M1,1.2,6:41,6:59,3,0,0,0,14,0,0,0,128,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,156,
2021-01-30,M3,1.2,7:08,7:16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,6,
2021-01-30,M2,1.2,7:36,7:46,0,0,0,0,0,0,0,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,PN,77,
