sucklingID,date,time,latitude,longitude,denname,remarks,mother,cub1,cub2,cub3,allosuckling1,allosuckling2,observer
su03198,2011-08-29,7:42,-3.16231,35.56209,den Lagos,,L-261,L-401,,,,,
su03199,2011-08-29,7:42,-3.16231,35.56209,den Lagos,,L-320,L-400,,,,,
su03200,2011-08-30,7:10,-3.16231,35.56209,den Lagos,,L-206,L-399,L-400,,,,
su03201,2011-08-30,7:10,-3.16231,35.56209,den Lagos,,L-292,L-386,L-387,,,,
su03202,2011-08-30,7:10,-3.16231,35.56209,den Lagos,,L-320,L-402,,,,,
su03203,2011-08-30,7:17,,,den Folepi,,F-136,F-173,F-174,,,,
su03204,2011-08-31,7:46,-3.20513,35.51887,,,F-007,F-159,F-160,,,,
su03205,2011-08-31,7:46,-3.20513,35.51887,,,F-097,F-157,,,,,
su03206,2011-08-31,7:46,-3.20513,35.51887,,,F-129,F-161,F-162,,,,
su03207,2011-09-02,6:52,,,den Moldau,,M-242,M-364,,,,,
su03208,2011-09-02,6:52,,,den Moldau,,M-161,M-268,,,,,
su03209,2011-09-02,6:52,,,den Moldau,,M-279,M-361,,,,,
su03210,2011-09-02,8:37,-3.16231,35.56209,den Lagos,,L-146,L-396,,,,,
su03211,2011-09-02,8:37,-3.16231,35.56209,den Lagos,,L-261,L-401,,,,,
su03212,2011-09-02,11:42,-3.15486,35.55683,,,L-273,L-382,,,,,
su03213,2011-09-03,6:51,-3.16231,35.56209,den Lagos,,L-139,L-391,cub,,,,
su03214,2011-09-03,6:51,-3.16231,35.56209,den Lagos,,L-205,L-394,L-395,,,,
su03215,2011-09-03,6:51,-3.16231,35.56209,den Lagos,,L-206,L-399,L-400,,,,
su03216,2011-09-03,6:51,-3.16231,35.56209,den Lagos,,L-273,L-382,,,,,
su03217,2011-09-03,6:51,-3.16231,35.56209,den Lagos,,L-320,L-402,,,,,
su03218,2011-09-05,6:30,,,den Moldau,,M-147,M-363,,,,,
su03219,2011-09-05,7:38,,,den Leslie,,L-225,L-385,,,,,
su03220,2011-09-05,7:47,-3.16231,35.56209,den Lagos,,L-261,L-401,,,,,
su03221,2011-09-06,7:07,,,den Evita,,E-006,E-220,,,,,
su03222,2011-09-06,7:25,-3.16068,35.56222,,,L-246,L-398,,,,,
su03223,2011-09-07,7:35,-3.16231,35.56209,den Lagos,,L-206,L-399,,,,,
su03224,2011-09-07,7:35,-3.16231,35.56209,den Lagos,,L-261,L-401,,,,,
su03225,2011-09-07,8:42,,,den Folepi,,F-103,F-165,,,,,
su03226,2011-09-07,8:47,-3.16231,35.56209,den Lagos,SU L-394 or L-395,L-205,cub,,,,,
su03227,2011-09-07,8:47,-3.16231,35.56209,den Lagos,,L-261,L-401,,,,,
su03228,2011-09-11,6:40,,,den Nioka,"first SU N-197 + N-198, then N-196 + N-198",N-087,N-196,N-197,N-198,,,
su03229,2011-09-11,6:40,,,den Nioka,,N-143,N-200,N-201,,,,
su03230,2011-09-12,6:32,,,den Moldau,,M-260,M-369,M-370,,,,
su03231,2011-09-12,6:50,,,den Lagos,,L-139,L-391,,,,,
su03232,2011-09-12,6:50,,,den Lagos,,L-146,L-396,,,,,
su03233,2011-09-12,6:50,,,den Lagos,SU L-394 or L-395,L-205,cub,,,,,
su03234,2011-09-12,6:50,,,den Lagos,,L-261,L-401,,,,,
su03235,2011-09-12,6:50,,,den Lagos,"brings food (hippo skin), looses it immediately to l-300",L-292,L-386,L-387,,,,
su03236,2011-09-12,6:50,,,den Lagos,,L-300,cub,,,cub,,
su03237,2011-09-13,7:40,,,den Folepi,,F-099,F-171,F-172,,,,
su03238,2011-09-14,6:40,,,den Shumli 2,,S-105,S-174,,,,,
su03239,2011-09-17,6:39,-3.21482,35.56971,,,S-116,S-159,,,,,
su03240,2011-09-17,7:37,-3.21734,35.55902,,,S-084,S-160,,,,,
su03241,2011-09-22,7:28,,,den Lost,,L-261,L-401,,,,,
su03242,2011-09-22,7:36,,,den Shumli 2,,S-131,S-172,S-173,,,,
su03243,2011-09-22,8:20,,,den Leipzig,,L-139,L-391,,,,,
su03244,2011-09-22,8:20,,,den Leipzig,,L-206,L-400,,,,,
su03245,2011-09-23,6:36,,,den Mazepa,,M-201,M-355,,,,,
su03246,2011-09-23,6:36,,,den Mazepa,,M-274,M-362,,,,,
su03247,2011-09-23,6:36,,,den Mazepa,,M-279,M-361,,,,,
su03248,2011-09-23,7:27,,,den Leipzig,,L-246,L-398,,,,,
su03249,2011-09-23,7:27,,,den Leipzig,,L-261,L-401,,,,,
su03250,2011-09-23,7:49,-3.16461,35.56926,,,L-139,L-391,,,,,
su03251,2011-09-25,10:02,,,den Shumli 2,,S-131,S-172,S-173,,,,
su03252,2011-09-26,6:34,,,den Eufori 2,,E-101,E-215,,,,,
su03253,2011-09-26,6:34,,,den Eufori 2,,E-103,E-209,,,,,
su03254,2011-09-26,6:34,,,den Eufori 2,,E-155,E-214,,,,,
su03255,2011-09-26,8:37,,,den Argos 3,,A-106,A-300,,,,,
su03256,2011-09-28,7:35,,,den Alimama 2,,A-164,A-303,A-304,,,,
su03257,2011-09-28,7:35,,,den Alimama 2,SU A-305 or A-306,A-194,cub,,,,,
su03258,2011-09-30,7:20,-3.20729,35.57602,,,S-125,S-163,,,,,
su03259,2011-09-30,7:55,,,den Jackal,,A-119,A-297,,,,,
su03260,2011-09-30,7:55,,,den Jackal,,A-221,A-295,,,,,
su03261,2011-09-30,9:02,-3.20729,35.57602,,,S-125,S-163,,,,,
su03262,2011-09-30,10:14,-3.20729,35.57602,,,S-125,S-163,,,,,
su03263,2011-09-30,17:21,-3.20002,35.57159,den Simple,,S-138,S-167,,,,,
su03264,2011-10-01,6:44,-3.17025,35.56629,den Lausiz,,L-146,L-396,,,,,
su03265,2011-10-01,6:44,-3.17025,35.56629,den Lausiz,,L-205,L-394,,,,,
su03266,2011-10-01,6:44,-3.17025,35.56629,den Lausiz,,L-246,L-398,,,,,
su03267,2011-10-01,6:44,-3.17025,35.56629,den Lausiz,,L-320,L-402,,,,,
su03268,2011-10-01,10:23,-3.20572,35.57724,den Shumli,,S-131,S-172,S-173,,,,
su03269,2011-10-01,16:39,-3.20748,35.57295,,,S-125,S-163,,,,,
su03270,2011-10-01,17:21,-3.20002,35.57159,den Simple,,S-138,S-167,,,,,
su03271,2011-10-02,7:00,,,den Eufori 2,,E-103,E-209,,,,,
su03272,2011-10-03,6:32,-3.20037,35.57933,,,S-116,S-159,,,,,
su03273,2011-10-04,8:07,-3.20357,35.56480,,,S-116,S-159,,,,,
su03274,2011-10-06,7:22,-3.20002,35.57159,den Simple,,S-131,S-172,S-173,,,,
su03275,2011-10-06,8:10,,,den Alimama,,A-259,A-307,,,,,
su03276,2011-10-07,9:22,-3.20002,35.57159,den Simple,,S-131,S-172,S-173,,,,
su03277,2011-10-08,7:20,-3.17025,35.56629,den Lausiz,,L-205,L-394,L-395,,,,
su03278,2011-10-08,7:20,-3.17025,35.56629,den Lausiz,,L-261,L-401,,,,,
su03279,2011-10-08,7:20,-3.17025,35.56629,den Lausiz,,L-292,L-386,L-387,,,,
su03280,2011-10-09,7:16,-3.17025,35.56629,den Lausiz,,L-292,L-386,L-387,,,,
su03281,2011-10-10,6:28,,,den Moldau,,M-099,M-354,,,,,
su03282,2011-10-10,7:19,,,den Fix,,F-099,F-171,F-172,,,,
su03283,2011-10-10,8:36,-3.16900,35.55883,den Locki,,L-206,L-399,L-400,,,,
su03284,2011-10-11,6:44,-3.17025,35.56629,den Lausiz,,L-261,L-401,,,,,
su03285,2011-10-11,6:44,-3.17025,35.56629,den Lausiz,,L-292,L-386,L-387,,,,
su03286,2011-10-11,6:44,-3.17025,35.56629,den Lausiz,,L-320,L-402,,,,,
su03287,2011-10-11,7:17,,,den Fix,SU F-171 or F-172,F-099,cub,,,,,
su03288,2011-10-11,9:41,-3.16900,35.55764,,,L-261,L-401,,,,,
su03289,2011-10-11,9:50,-3.16900,35.55883,den Locki,,L-206,L-399,L-400,,,,
su03290,2011-10-14,6:52,-3.17025,35.56629,den Lausiz,,L-225,L-385,,,,,
su03291,2011-10-14,7:41,-3.16900,35.55883,den Locki,,L-206,L-399,L-400,,,,
su03292,2011-10-15,6:50,-3.17025,35.56629,den Lausiz,SU 1 or 2 cubs,L-261,L-401,,,,,
su03293,2011-10-15,6:50,-3.17025,35.56629,den Lausiz,,L-292,L-386,L-387,,,,
su03294,2011-10-17,6:59,,,den L-218 birth 2,SU L-408 or L-409,L-218,cub,,,,,
su03295,2011-10-18,7:48,-3.16900,35.55883,den Locki,,L-206,L-399,L-400,,,,
su03296,2011-10-18,7:48,-3.16900,35.55883,den Locki,,L-320,L-402,,,,,
su03297,2011-10-20,6:54,-3.16900,35.55883,den Locki,,L-206,L-399,,,,,
su03298,2011-10-20,6:54,-3.16900,35.55883,den Locki,,L-261,L-401,,,,,
su03299,2011-10-21,6:41,-3.16900,35.55883,den Locki,,L-206,L-399,,,,,
su03300,2011-10-21,6:41,-3.16900,35.55883,den Locki,,L-320,L-402,,,,,
su03301,2011-10-23,8:21,-3.16206,35.54710,,,L-225,L-385,,,,,
su03302,2011-10-23,8:48,-3.16900,35.55883,den Locki,,L-250,L-397,,,,,
su03303,2011-10-30,6:58,-3.20002,35.57159,den Simple,,S-105,S-174,S-175,,,,
su03304,2011-10-30,6:58,-3.20002,35.57159,den Simple,,S-131,S-172,S-173,,,,
su03305,2011-10-31,7:03,-3.20002,35.57159,den Simple,,S-131,S-172,S-173,,,,
su03306,2011-11-01,8:31,-3.20002,35.57159,den Simple,,S-105,S-174,S-175,,,,
su03307,2011-11-04,9:50,-3.20002,35.57159,den Simple,,S-105,S-174,S-175,,,,
su03308,2011-11-07,6:52,-3.20002,35.57159,den Simple,,S-131,S-172,S-173,,,,
su03309,2011-11-09,9:09,-3.20002,35.57159,den Simple,,S-105,S-174,S-175,,,,
su03310,2011-11-14,7:39,,,den Nossob,,N-152,N-192,,,,,
su03311,2011-11-16,8:02,-3.15885,35.58514,den Moldau,,M-279,M-361,,,,,
su03312,2011-11-18,8:36,-3.15851,35.54979,,,L-255,L-383,,,,,
su03313,2011-11-20,7:00,-3.19008,35.61617,den Nirvana,,N-128,N-206,,,,,
su03314,2011-11-20,7:30,-3.20350,35.60200,den Namba,,N-143,N-200,N-201,,,,
su03315,2011-11-21,7:32,-3.15885,35.58514,den Moldau,,M-132,M-348,,,,,
su03316,2011-11-21,7:32,-3.15885,35.58514,den Moldau,,M-274,M-362,,,,,
su03317,2011-11-21,7:37,-3.19050,35.61483,den Nama,,N-108,N-193,,,,,
su03318,2011-11-21,8:58,-3.16900,35.55883,den Locki,,L-136,L-403,L-404,,,,
su03319,2011-11-21,8:58,-3.16900,35.55883,den Locki,,L-197,L-410,L-411,,,,
su03320,2011-11-21,8:58,-3.16900,35.55883,den Locki,,L-261,L-401,,,,,
su03321,2011-11-21,11:54,-3.18311,35.56255,,,L-156,L-369,,,,,
su03322,2011-11-22,7:24,-3.17038,35.55686,,,L-261,L-401,,,,,
su03323,2011-11-22,7:44,-3.16900,35.55883,den Locki,,L-218,L-408,,,,,
su03324,2011-11-22,7:44,-3.16900,35.55883,den Locki,,L-300,L-407,,,,,
su03325,2011-11-22,8:18,-3.17104,35.55522,,,L-246,L-398,,,,,
su03326,2011-11-23,7:10,-3.16900,35.55883,den Locki,,L-146,L-396,,,,,
su03327,2011-11-23,7:10,-3.16900,35.55883,den Locki,SU L-408 or L-409,L-218,cub,,,,,
su03328,2011-11-23,7:10,-3.16900,35.55883,den Locki,,L-261,L-401,,,,,
su03329,2011-11-23,7:10,-3.16900,35.55883,den Locki,,L-275,L-405,L-406,,,,
su03330,2011-11-23,7:10,-3.16900,35.55883,den Locki,,L-300,L-407,,,,,
su03331,2011-11-23,7:10,-3.20350,35.60200,den Namba,SU N-196 or N-197 or N-198,N-087,cub,cub,,,,
su03332,2011-11-23,7:10,-3.20350,35.60200,den Namba,,N-089,N-204,,,,,
su03333,2011-11-25,7:06,-3.15885,35.58514,den Moldau,,M-263,M-371,M-372,,,,
su03334,2011-11-25,7:06,-3.15885,35.58514,den Moldau,,M-295,M-375,,,,,
su03335,2011-11-25,7:06,-3.15885,35.58514,den Moldau,,M-305,M-368,,,,,
su03336,2011-11-25,7:07,-3.19050,35.61483,den Nama,,N-143,N-200,,,,,
su03337,2011-11-25,7:47,-3.20350,35.60200,den Namba,maybe su all three cubs (not always the same two),N-087,N-196,N-197,,,,
su03338,2011-11-25,7:47,-3.20350,35.60200,den Namba,,N-089,N-204,,,,,
su03339,2011-11-25,9:15,-3.14831,35.57218,,,E-101,E-215,,,,,
su03340,2011-11-25,9:15,-3.14831,35.57218,,,E-103,E-209,,,,,
su03341,2011-11-26,7:48,-3.20350,35.60200,den Namba,,N-089,N-204,,,,,
su03342,2011-11-26,8:00,,,den Eureka,,E-145,E-207,,,,,
su03343,2011-11-26,10:43,-3.19050,35.61483,den Nama,,N-152,N-202,,,,,
su03344,2011-11-26,17:20,-3.14491,35.57819,,,E-095,E-195,E-196,,E-195,,
su03345,2011-11-27,6:58,,,den Nirvana,,N-089,N-204,,,,,
su03346,2011-11-27,7:09,,,den Nirvana,,N-087,N-197,N-198,,,,
su03347,2011-11-27,7:09,,,den Nirvana,,N-152,N-202,,,,,
su03348,2011-11-27,8:03,-3.16900,35.55883,den Locki,,L-146,L-396,,,,,
su03349,2011-11-27,8:03,-3.16900,35.55883,den Locki,,L-197,L-410,L-411,,,,
su03350,2011-11-27,8:03,-3.16900,35.55883,den Locki,,L-206,L-399,L-400,,,,
su03351,2011-11-27,8:03,-3.16900,35.55883,den Locki,,L-261,L-401,,,,,
su03352,2011-11-27,8:03,-3.16900,35.55883,den Locki,,L-320,L-402,,,,,
su03353,2011-11-27,9:25,-3.17380,35.56546,,,L-246,L-398,,,,,
su03354,2011-11-27,9:25,-3.17363,35.56580,,,L-292,L-386,L-387,,,,
su03355,2011-11-27,9:49,-3.14804,35.57233,,,E-156,E-213,,,,,
su03356,2011-11-27,16:58,,,den Nama,,N-128,N-206,N-207,,,,
su03357,2011-11-27,16:58,,,den Nama,,N-152,N-202,,,,,
su03358,2011-12-01,7:10,,,den Naropa,,N-089,N-204,,,,,
su_20111202_0655_N-108,2011-12-02,6:55,-3.19339,35.60950,,,N-108,N-193,,,,,
su03360,2011-12-03,7:02,,,den Simple,,S-127,S-176,S-177,S-178,,,
su03361,2011-12-05,9:57,,,den Simple,,S-127,S-177,,,,,
su03362,2011-12-05,7:18,-3.19089,35.61111,den Naropa,,N-089,N-204,,,,,
su03363,2011-12-11,6:49,-3.18975,35.61304,,,N-087,N-196,N-197,,,,
su03364,2011-12-11,6:54,,,den Naropa,,N-089,N-204,,,,,
su03365,2011-12-12,7:00,,,den Naropa,,N-152,N-202,,,,,
su03366,2011-12-13,9:05,,,den Naropa,,N-089,N-204,,,,,
su03367,2011-12-13,9:05,,,den Naropa,,N-152,N-202,,,,,
su03368,2011-12-14,6:45,,,den Naropa,,N-089,N-204,,,,,
su03369,2011-12-14,6:45,,,den Naropa,,N-152,N-202,,,,,
su03370,2011-12-14,8:00,,,den Naropa,,N-143,N-200,N-201,,,,
su03371,2011-12-15,6:45,-3.19089,35.61111,den Naropa,,N-089,N-204,,,,,
su03372,2011-12-15,6:45,-3.19089,35.61111,den Naropa,,N-152,N-202,,,,,
su03373,2012-01-28,6:58,-3.19350,35.57300,den Logozo,,S-120,S-179,,,,,
su03374,2012-01-31,6:55,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03375,2012-02-03,9:06,-3.19350,35.57300,den Logozo,SU 1 or 2 cubs,S-128,S-186,,,,,
su03376,2012-02-03,17:07,-3.19350,35.57300,den Logozo,,S-105,S-174,S-175,,,,
su03377,2012-02-05,9:25,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03378,2012-02-07,9:11,-3.19350,35.57300,den Logozo,,S-129,S-185,,,,,
su03379,2012-02-10,15:30,-3.19350,35.57300,den Logozo,,S-086,S-182,S-183,,,,
su03380,2012-02-10,15:30,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03381,2012-02-10,15:30,-3.19350,35.57300,den Logozo,SU S-184 or S-185,S-129,cub,,,,,
su03382,2012-02-10,15:40,-3.19390,35.57284,,,S-105,S-175,,,,,
su03383,2012-02-12,6:37,,,den Namanga,,N-087,N-196,N-197,,,,
su03384,2012-02-12,6:37,,,den Namanga,,N-130,N-205,,,,,
su03385,2012-02-14,6:41,,,den Namanga,SU N-196 or N-197 or N-198,N-087,cub,cub,,,,
su03386,2012-02-14,6:41,,,den Namanga,,N-143,N-200,N-201,,,,
su03387,2012-02-15,7:04,,,den Namanga,,N-154,N-209,,,,,
su03388,2012-02-16,6:55,,,den Namanga,SU N-196 or N-197 or N-198,N-087,cub,cub,,,,
su03389,2012-02-16,6:55,,,den Namanga,,N-128,N-206,N-207,,,,
su03390,2012-02-17,7:42,,,den Namanga,,N-152,N-202,,,,,
su03391,2012-02-19,7:51,,,den Namanga,SU N-196 or N-197 or N-198,N-087,cub,cub,,,,
su03392,2012-02-19,7:51,,,den Namanga,,N-130,N-205,,,,,
su03393,2012-02-19,7:51,,,den Namanga,,N-152,N-202,,,,,
su03394,2012-02-21,6:47,,,den Namanga,,N-128,N-207,,,,,
su03395,2012-02-22,7:28,,,den Namanga,,N-154,N-209,,,,,
su03396,2012-02-25,7:49,-3.16900,35.55883,den Locki,,L-335,L-417,L-419,,,,
su03397,2012-02-29,7:25,-3.16900,35.55883,den Locki,,L-205,L-413,L-414,,,,
su03398,2012-03-01,16:23,-3.17508,35.54856,,,L-261,L-401,,,,,
su03399,2012-03-02,7:08,-3.17129,35.56069,,,L-275,L-405,L-406,,,,
su03400,2012-03-03,7:25,,,den Simple,,S-127,S-177,S-178,,,,
su03401,2012-03-09,8:25,-3.19350,35.57300,den Logozo,,S-138,S-180,S-181,,,,
su03402,2012-03-11,7:03,,,den Namanga,,N-128,N-206,N-207,,,,
su03403,2012-03-11,7:03,,,den Namanga,,N-152,N-202,,,,,
su03404,2012-03-15,6:38,-3.16900,35.55883,den Locki,,L-162,L-418,,,,,
su03405,2012-03-15,6:38,-3.16900,35.55883,den Locki,,L-300,L-407,,,,,
su03406,2012-03-15,6:38,-3.16900,35.55883,den Locki,,L-320,L-402,,,,,
su03407,2012-03-15,6:38,-3.16900,35.55883,den Locki,,L-336,L-416,,,,,
su03408,2012-03-16,6:32,,,den Namanga,,N-152,N-202,,,,,
su03409,2012-03-16,6:32,,,den Namanga,,N-172,N-210,N-211,,,,
su03410,2012-03-16,7:39,-3.16900,35.55883,den Locki,,L-136,L-403,L-404,,,,
su03411,2012-03-16,7:39,-3.16900,35.55883,den Locki,,L-162,L-418,,,,,
su03412,2012-03-16,7:39,-3.16900,35.55883,den Locki,,L-218,L-408,L-409,,,,
su03413,2012-03-16,7:39,-3.16900,35.55883,den Locki,,L-335,L-419,,,,,
su03414,2012-03-25,6:47,,,den Namanga,,N-128,N-206,N-207,,,,
su03415,2012-03-25,7:50,-3.19350,35.57300,den Logozo,,S-086,S-182,S-183,,,,
su03416,2012-03-26,7:03,-3.19350,35.57300,den Logozo,,S-125,S-188,S-189,,,,
su03417,2012-03-26,7:03,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03418,2012-03-26,7:03,-3.19350,35.57300,den Logozo,,S-129,S-184,S-185,,,,
su03419,2012-03-27,7:16,-3.19350,35.57300,den Logozo,,S-120,S-179,,,,,
su03420,2012-03-27,7:16,-3.19350,35.57300,den Logozo,,S-125,S-188,S-189,,,,
su03421,2012-03-27,7:16,-3.19350,35.57300,den Logozo,SU S-184 or S-185,S-129,cub,,,,,
su03422,2012-03-28,16:02,-3.19350,35.57300,den Logozo,SU S-188 or S-189,S-125,cub,,,,,
su03423,2012-03-28,16:02,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03424,2012-03-28,16:21,-3.19133,35.57261,,,S-131,S-172,S-173,,,,
su03425,2012-03-29,7:08,-3.19350,35.57300,den Logozo,,S-086,S-182,S-183,,,,
su03426,2012-03-29,7:08,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03427,2012-03-29,8:54,-3.19350,35.57300,den Logozo,,S-138,S-180,S-181,,,,
su03428,2012-04-01,8:28,-3.19350,35.57300,den Logozo,,S-125,S-188,S-189,,,,
su03429,2012-04-01,8:28,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03430,2012-04-03,8:01,,,den Namanga,,N-154,N-209,,,,,
su03431,2012-04-04,9:03,-3.19350,35.57300,den Logozo,,S-125,S-188,S-189,,,,
su03432,2012-04-04,9:03,-3.19350,35.57300,den Logozo,,S-127,S-176,,,,,
su03433,2012-04-04,9:03,-3.19350,35.57300,den Logozo,,S-129,S-184,S-185,,,,
su03434,2012-04-08,9:24,-3.20132,35.60366,,,N-087,N-197,N-198,,,,
su03435,2012-04-10,9:12,,,den Naropa,,N-152,N-202,,,,,
su03436,2012-04-11,9:23,,,den Naropa,,N-128,N-206,N-207,,,,
su03437,2012-04-11,10:06,-3.17299,35.65620,,,L-206,L-399,L-400,,,,
su03438,2012-04-15,7:05,,,den Naropa,,N-128,N-206,N-207,,,,
su03439,2012-04-16,7:18,,,den Naropa,,N-128,N-206,N-207,,,,
su03440,2012-04-16,7:18,,,den Naropa,,N-151,N-203,,,,,
su03441,2012-04-16,7:18,,,den Naropa,,N-172,N-210,N-211,,,,
su03442,2012-04-17,8:26,-3.17837,35.56870,,,L-250,L-397,,,,,
su03443,2012-04-17,8:50,-3.17005,35.55813,,,L-197,L-411,,,,,
su03444,2012-04-19,16:06,-3.16900,35.55883,den Locki,SU L-417 or L-419,L-335,cub,,,,,
su03445,2012-04-27,9:17,-3.18668,35.58314,,,S-105,S-174,S-175,,,,
su03446,2012-04-27,9:17,-3.18668,35.58314,,,S-120,S-179,,,,,
su03447,2012-04-30,9:32,-3.17218,35.55488,,,L-246,L-398,,,,,
su03448,2012-05-01,7:16,-3.16900,35.55883,den Locki,,L-336,L-416,L-417,,L-417,,
su03449,2012-05-02,16:50,,,den Argentina 3,,A-233,A-316,A-317,,,,
su03450,2012-05-04,8:26,-3.17209,35.53971,,,L-225,L-385,,,,,
su03451,2012-05-05,7:00,,,den Moldau,,M-232,M-367,,,,,
su03452,2012-05-05,7:00,,,den Moldau,"brought cub to den, one of her cubs has notch l:1",M-234,M-379,M-380,,,,
su03453,2012-05-05,9:30,-3.16900,35.55883,den Locki,"food at den (wi head), cubs cw on it",L-265,L-412,,,,,
su03454,2012-05-08,9:56,-3.19373,35.57360,,,S-138,S-181,,,,,
su03455,2012-05-11,7:35,-3.16900,35.55883,den Locki,,L-136,L-403,L-404,,,,
su03456,2012-05-11,7:35,-3.16900,35.55883,den Locki,,L-205,L-413,L-414,,,,
su03457,2012-05-12,6:40,-3.19350,35.57300,den Logozo,,S-086,S-182,S-183,,,,
su03458,2012-05-12,6:40,-3.19350,35.57300,den Logozo,,S-125,S-188,S-189,,,,
su03459,2012-05-12,6:40,-3.19350,35.57300,den Logozo,,S-127,S-176,S-177,,,,
su03460,2012-05-12,8:13,-3.19494,35.57135,,,S-131,S-172,S-173,,,,
su03461,2012-05-13,6:30,,,den Moldau,,M-283,M-378,,,,,
su03462,2012-05-13,6:30,,,den Moldau,,M-305,M-368,,,,,
su03463,2012-05-14,7:20,,,den Argentina 2,,A-145,A-321,,,,,
su03464,2012-05-14,7:20,,,den Argentina 2,,A-206,A-308,A-309,,,,
su03465,2012-05-14,10:38,-3.16255,35.51868,,,A-119,A-297,,,,,
su03466,2012-05-16,11:10,-3.20230,35.52204,,,F-099,F-171,F-172,,,,
su03467,2012-05-19,6:47,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03468,2012-05-19,6:47,-3.19350,35.57300,den Logozo,,S-138,S-180,,,,,
su03469,2012-05-22,6:43,-3.16900,35.55883,den Locki,,L-281,L-420,L-421,,,,
su03470,2012-05-23,7:40,-3.16900,35.55883,den Locki,,L-162,L-418,,,,,
su03471,2012-05-23,7:40,-3.16900,35.55883,den Locki,,L-265,L-412,,,,,
su03472,2012-05-23,15:40,-3.16900,35.55883,den Locki,,L-281,L-420,L-421,,,,
su03473,2012-05-24,7:10,-3.23526,35.53286,,,T-104,T-149,T-150,,,,
su03474,2012-05-24,7:10,-3.23526,35.53286,,,T-158,T-146,,,,,
su03475,2012-05-25,7:25,,,den Argentina 2,,A-102,A-324,,,,,
su03476,2012-05-25,7:25,,,den Argentina 2,,A-116,A-322,,,,,
su03477,2012-05-27,6:40,-3.16900,35.55883,den Locki,,L-151,L-415,,,,,
su03478,2012-05-27,8:50,,,den Argentina,,A-178,A-323,,,,,
su03479,2012-05-27,10:33,-3.15138,35.51720,,,A-259,A-307,,,,,
su03480,2012-05-28,7:58,-3.19350,35.57300,den Logozo,,S-127,S-176,S-177,,,,
su03481,2012-05-28,7:58,-3.19350,35.57300,den Logozo,,S-128,S-186,,,,,
su03482,2012-05-28,7:58,-3.19350,35.57300,den Logozo,,S-138,S-180,S-181,,,,
su03483,2012-05-28,7:58,-3.19350,35.57300,den Logozo,,S-153,S-190,S-191,,,,
su03484,2012-05-29,7:00,-3.16900,35.55883,den Locki,,L-197,L-410,L-411,,,,
su03485,2012-05-29,8:00,,,den Argentina,,A-139,A-311,A-312,,,,
su03486,2012-05-29,8:00,,,den Argentina,,A-140,A-314,,,,,
su03487,2012-05-29,8:47,-3.20243,35.52147,,,F-138,F-175,F-176,,,,
su03488,2012-05-30,6:35,-3.19350,35.57300,den Logozo,,S-138,S-180,S-181,,,,
su03489,2012-05-30,7:55,-3.16900,35.55883,den Locki,"skin of dead hy at den, missing cubs are l-406, l-408, l-409 - genetics show that dead cub was l-406",L-205,L-413,L-414,,,,
su03490,2012-05-30,7:55,-3.16900,35.55883,den Locki,,L-281,L-420,L-421,,,,
su03491,2012-05-30,7:55,-3.16900,35.55883,den Locki,,L-335,L-417,L-419,,,,
su03492,2012-05-30,7:55,-3.16900,35.55883,den Locki,,L-336,L-416,,,,,
su03493,2012-09-10,8:09,-3.20188,35.56439,,,S-120,S-179,,,,,
su03494,2012-09-11,6:45,,,den Simple,,S-084,S-195,,,,,
su03495,2012-09-11,6:45,,,den Simple,,S-116,S-187,,,,,
su03496,2012-09-11,7:32,,,den Soleil,,S-153,S-190,S-191,,,,
su03497,2012-09-11,9:02,,,den Soleil,,S-153,S-190,S-191,,,,
su03498,2012-09-12,6:40,-3.17443,35.61038,,,M-274,M-362,,,,,
su03499,2012-09-12,7:43,,,den Simple,,S-084,S-195,,,,,
su03500,2012-09-12,7:43,,,den Simple,,S-105,S-193,S-194,,,,
su03501,2012-09-12,9:00,-3.20211,35.57667,,,S-128,S-186,,,,,
su03502,2012-09-12,9:08,,,den Simple,,S-084,S-195,,,,,
su03503,2012-09-12,9:08,,,den Simple,,S-105,S-193,S-194,,,,
su03504,2012-09-13,8:36,-3.20306,35.58521,,,S-120,S-179,,,,,
su03505,2012-09-13,9:28,-3.16900,35.55883,den Locki 2,,L-258,L-423,,,,,
su03506,2012-09-14,7:16,,,den Simple,,S-084,S-195,,,,,
su03507,2012-09-15,6:49,,,den Nama,,N-151,N-203,,,,,
su03508,2012-09-15,9:10,-3.19773,35.57024,,,S-125,S-188,S-189,,,,
su03509,2012-09-17,6:52,,,den Argos 2,,A-194,A-326,A-327,,,,
su03510,2012-09-17,7:27,,,den Argos 3,,A-233,A-316,,,,,
su03511,2012-09-18,6:55,,,den Argos 4,,A-195,A-328,A-329,A-330,,,
su03512,2012-09-18,6:55,,,den Argos 4,,A-227,A-318,A-319,,,,
su03513,2012-09-18,6:55,,,den Argos 4,,A-250,A-333,,,,,
