name,sex,birthclan,birthdate,mothergenetic,mothersocial,father,litterdominance,DNA,litterdominancegenetic,name2,deathconfirmed,deathcause,comments,resident
L-394,2,L,2011-02-11,L-205,L-205,A-128,1,TRUE,1,,,,,native
L-395,1,L,2011-02-11,L-205,L-205,A-128,2,TRUE,2,,,,,native
L-396,2,L,2011-02-19,L-146,L-146,A-150,,TRUE,,L-fcub2,,starvation,starved after mother died,native
L-397,2,L,2011-03-02,L-250,L-250,M-244,,TRUE,,L-fcub3,,,,native
L-398,2,L,2011-02-16,L-246,L-246,A-128,,TRUE,,L-fcub1,,,,native
L-399,2,L,2011-05-25,L-206,L-206,L-243,1,TRUE,1,,,,,native
L-400,1,L,2011-05-25,L-206,L-206,L-243,2,TRUE,2,,,,,native
L-401,1,L,2011-06-28,L-261,L-261,A-150,,TRUE,,,,,,native
L-402,2,L,2011-07-10,L-320,L-320,L-259,,TRUE,,,,,,native
L-403,1,L,2011-09-04,L-136,L-136,A-137,1,TRUE,1,L-cubG,,,,native
L-404,2,L,2011-09-04,L-136,L-136,,2,FALSE,2,,,,,native
L-405,2,L,2011-09-15,L-275,L-275,A-237,1,TRUE,1,,,,,native
L-406,2,L,2011-09-15,L-275,L-275,M-193,2,TRUE,2,X-080,2012-05-30,,"not known, skin found at locki den",native
L-407,1,L,2011-09-26,L-300,L-300,S-101,,TRUE,,L-cubC,,,,native
L-408,1,L,2011-10-11,L-218,L-218,S-113,1,TRUE,1,L-cubH,,,,native
L-409,1,L,2011-10-11,L-218,L-218,S-113,2,TRUE,2,L-cubE,,,,native
L-410,2,L,2011-10-25,L-197,L-197,A-150,1,TRUE,1,L-cubB,,,,native
L-411,1,L,2011-10-25,L-197,L-197,A-150,2,TRUE,2,L-cubD,,,,native
L-412,2,L,2011-10-03,L-265,L-265,A-150,,TRUE,,L-cubA,,,,native
L-413,2,L,2011-12-27,L-205,L-205,M-139,1,TRUE,1,,,,,native
L-414,1,L,2011-12-27,L-205,L-205,M-193,2,TRUE,2,"X-123, T-unknown",,,"adult in Engitati territory, submissive to X-088",native
L-415,2,L,2012-01-02,L-151,L-151,,,FALSE,,,,,,native
L-416,2,L,2012-01-08,L-336,L-336,L-259,,TRUE,,,,,,native
L-417,1,L,2012-01-16,L-335,L-335,S-114,1,TRUE,1,,,,,native
L-418,2,L,2012-01-13,L-162,L-162,,,FALSE,,,,,,native
L-419,1,L,2012-01-16,L-335,L-335,A-237,2,TRUE,2,dark face,,,,native
L-420,,L,2012-04-28,L-281,L-281,,1,FALSE,1,,,,,native
L-421,,L,2012-04-28,L-281,L-281,,2,FALSE,2,,,,,native
L-422,2,L,2012-07-01,L-160,L-160,A-150,,TRUE,,,,,,native
L-423,2,L,2012-07-11,L-258,L-258,A-182,,TRUE,,,,,,native
L-424,1,L,2012-07-15,L-292,L-292,,,FALSE,,,,,,native
L-425,2,L,2012-07-19,L-320,L-320,L-259,1,TRUE,1,Husura,,,,native
L-426,1,L,2012-07-19,L-320,L-320,L-259,2,TRUE,2,L-xxx,,,,native
L-427,,L,2012-09-26,L-255,L-255,,,FALSE,,,,starvation,"starved after mother died, mother seen last 2012-11-26",native
L-428,2,L,2013-01-13,L-205,L-205,A-150,2,TRUE,2,Majira,,,,native
L-429,2,L,2013-01-13,L-205,L-205,A-150,1,TRUE,1,Ligeia,,,,native
L-430,2,L,2013-01-22,L-206,L-206,A-137,1,TRUE,1,,,,,native
L-431,2,L,2013-01-22,L-206,L-206,A-137,2,TRUE,2,,,,,native
L-432,,L,2013-02-02,L-156,L-156,,,FALSE,,,,,,native
L-433,,L,2013-02-18,L-250,L-250,,,FALSE,,,,,,native
L-434,,L,2013-02-25,L-292,L-292,,1,FALSE,1,,,,,native
L-435,1,L,2013-02-25,L-292,L-292,,2,FALSE,2,,,,,native
L-436,2,L,2013-03-03,L-273,L-273,S-146,1,TRUE,1,,,,,native
L-437,1,L,2013-03-03,L-273,L-273,S-146,2,TRUE,2,,,,,native
L-438,,L,2013-03-13,L-261,L-261,,,FALSE,,,,,,native
L-439,2,L,2013-05-04,L-187,L-187,L-321,,TRUE,,,,,,native
L-440,2,L,2013-06-12,L-275,L-275,,1,FALSE,1,L-fcub2,,,,native
L-441,1,L,2013-06-12,L-275,L-275,A-182,2,TRUE,2,"Feniace, Makala, L-mcub3",,,,native
L-442,1,L,2013-07-08,L-336,L-336,L-243,,TRUE,,Davo,,,,native
L-443,2,L,2013-07-24,L-246,L-246,A-182,,TRUE,,Lachha,,,,native
L-444,2,L,2013-09-16,,,,,FALSE,,,,,,native
L-445,2,L,2013-12-18,L-292,L-292,A-182,,TRUE,,,,,,native
L-446,2,L,2014-01-05,L-265,L-265,,1,FALSE,1,L-light,,,,native
L-447,2,L,2014-01-05,L-265,L-265,A-237,2,TRUE,2,L-dark,,,,native
L-448,2,L,2014-02-08,L-205,L-205,,,FALSE,,,,,,native
L-449,2,L,2014-03-21,L-160,L-160,S-113,,TRUE,,,,,,native
L-450,1,L,2014-03-30,L-328,L-328,,,FALSE,,,,,,native
L-451,1,L,2014-04-02,L-394,L-394,M-244,,TRUE,,,,,,native
L-452,1,L,2014-04-13,L-300,L-300,A-237,1,TRUE,1,,,,,native
L-453,2,L,2014-04-13,L-300,L-300,,2,FALSE,2,,,,,native
L-454,1,L,2014-05-08,L-281,L-281,A-289,,TRUE,,X-097,,,,native
L-455,,L,2014-05-11,L-250,L-250,,,FALSE,,,,,,native
L-456,2,L,2014-05-14,L-190,L-190,,,FALSE,,,,,,native
L-457,1,L,2014-05-03,L-258,L-258,,,FALSE,,,,,,native
L-458,1,L,2014-05-24,L-312,L-312,A-237,,TRUE,,,,,,native
L-459,1,L,2014-10-19,L-413,L-413,,,FALSE,,,,,,native
L-460,2,L,2014-04-17,L-295,L-300,A-237,,TRUE,1,L-453,,,adopted by L-300; cub not seen su from L-295 but L-295 seen deep in dh on 140502; is submissive to L-452,native
L-461,1,L,2015-01-04,L-295,L-295,L-259,,TRUE,2,,,,,native
L-462,2,L,2015-03-22,L-205,L-205,A-237,1,TRUE,1,"Timba, X-156",2023-01-13,,"hair and dried out skin found next to den hole on 2023-01-17, estimated to have been dead for several days",native
L-463,2,L,2015-03-22,L-205,L-205,A-237,2,TRUE,2,Vati,,,,native
L-464,1,L,2015-04-18,L-429,L-429,A-182,,TRUE,,,,,,native
L-465,2,L,2015-04-28,L-399,L-399,A-237,,TRUE,,,,,,native
L-466,2,L,2015-07-07,L-151,L-151,A-289,,TRUE,,Uchawi,,,,native
L-467,1,L,2015-10-12,L-246,L-246,A-150,,TRUE,,,,,,native
L-468,,L,2015-11-08,L-187,L-187,,1,FALSE,1,,,,,native
L-469,2,L,2015-11-08,L-187,L-187,A-289,2,TRUE,2,,,,,native
L-470,1,L,2015-12-02,L-428,L-428,A-182,1,TRUE,1,Goose,,,,native
L-471,1,L,2015-12-02,L-428,L-428,A-182,2,TRUE,2,Bump,,,,native
L-472,,L,2015-12-28,L-160,L-160,,,FALSE,,,,,,native
L-473,,L,2016-01-02,L-329,L-329,,,FALSE,,,,,,native
L-474,2,L,2016-01-17,L-205,L-205,A-237,1,TRUE,1,Kisiwa,,,,native
L-475,1,L,2016-01-17,L-205,L-205,A-237,2,TRUE,2,,,,,native
L-476,2,L,2016-01-20,L-429,L-429,A-182,,TRUE,,,,,,native
L-477,2,L,2016-01-26,L-359,L-359,,,FALSE,,,,,,native
L-478,,L,2016-02-28,,,,1,FALSE,1,,,,,native
L-479,,L,2016-02-28,,,,2,FALSE,2,,,,,native
L-480,2,L,2016-09-27,L-329,L-329,A-237,,TRUE,1,L-female1,,,suckled also by L-295,native
L-481,2,L,2016-09-29,L-300,L-300,A-237,,TRUE,,L-female2,,,,native
L-482,1,L,2016-11-01,L-160,L-160,S-146,,TRUE,,L-male1,,,,native
L-483,1,L,2016-09-27,L-329,L-295,A-237,,TRUE,2,,,,,native
L-484,,L,2016-11-14,L-425,L-425,,,FALSE,,,,,,native
L-485,1,L,2016-12-25,L-359,L-359,A-264,,TRUE,,,,,,native
L-486,,L,2017-01-07,L-191,L-191,,,FALSE,,,,,,native
L-487,2,L,2017-01-10,L-429,L-429,L-259,1,TRUE,1,,,,,native
L-488,1,L,2017-01-10,L-429,L-429,,2,FALSE,2,,,,,native
L-489,1,L,2017-01-15,L-350,L-350,A-264,1,TRUE,1,,,,,native
L-490,1,L,2017-01-15,L-350,L-350,A-264,2,TRUE,2,,,,,native
L-491,2,L,2016-11-25,L-258,L-258,A-237,,TRUE,,L-nice,,,,native
L-492,1,L,2017-01-05,L-340,L-340,A-289,,TRUE,,,,,,native
L-493,1,L,2017-03-23,L-428,L-428,S-146,,TRUE,,,,,,native
L-494,1,L,2017-05-08,L-312,L-312,A-150,,TRUE,,,,,,native
L-495,2,L,2017-05-25,L-425,L-425,,,FALSE,,,,,,native
L-496,2,L,2017-09-10,L-295,L-295,,1,FALSE,1,,,,,native
L-497,,L,2017-09-10,L-295,L-295,,2,FALSE,2,,,,,native
L-498,2,L,2017-12-30,L-462,L-462,A-264,2,TRUE,2,Ongoza,,,,native
L-499,2,L,2017-12-30,L-462,L-462,,1,FALSE,1,,,,,native
L-500,1,L,2018-01-10,L-463,L-463,,,FALSE,,,,,,native
L-501,1,L,2018-01-26,L-443,L-443,A-264,,TRUE,,L-443_cub,,,,native
L-502,,L,2018-03-30,L-449,L-449,,1,FALSE,1,,,,,native
L-503,,L,2018-03-30,L-449,L-449,,2,FALSE,2,,,,,native
L-504,,L,2018-05-05,L-429,L-429,,,FALSE,,,,,,native
L-505,1,L,2018-12-12,L-463,L-463,L-441,,TRUE,,L-463_cub,,,,native
L-506,1,L,2018-12-28,L-312,L-312,A-383,,TRUE,,L-312_cub,,,,native
L-507,,L,2019-02-18,L-425,L-425,,,FALSE,,L-425_cub,,,,native
L-508,2,L,2019-03-20,L-449,L-449,A-383,,TRUE,,,,,,native
L-509,2,L,2019-03-30,L-187,L-187,A-289,,TRUE,,,,,,native
L-510,2,L,2019-05-22,L-350,L-350,A-383,1,TRUE,1,Machozi,,,,native
L-511,1,L,2019-05-22,L-350,L-350,A-383,2,TRUE,2,,,,,native
L-512,2,L,2019-06-23,L-462,L-462,L-441,1,TRUE,1,,,,,native
L-513,1,L,2019-06-23,L-462,L-462,L-441,2,TRUE,2,Guapo,,,,native
L-514,1,L,2019-07-12,L-428,L-428,S-146,2,TRUE,2,L-428_cub1,,,,native
L-515,1,L,2019-07-12,L-428,L-428,S-146,1,TRUE,1,L-428_cub2,,,,native
L-516,2,L,2019-07-28,L-359,L-359,A-383,,TRUE,,"Ekimuli, L-359_cub1",,,"shy cub, no picture for age estimation",native
L-517,2,L,2019-08-04,L-429,L-429,A-383,1,TRUE,1,"Usingizi, L-429_cub1",,,,native
L-518,1,L,2019-08-04,L-429,L-429,A-383,2,TRUE,2,L-429_cub2,,,,native
L-519,2,L,2019-08-21,L-425,L-425,A-289,,TRUE,,L-425_cub,,,"no suckling seen, but once carried a cub from one DH to another.",native
L-520,,L,2019-11-09,L-329,L-329,,1,FALSE,1,,,,,native
L-521,,L,2019-11-09,L-329,L-329,,2,FALSE,2,,,,,native
L-522,,L,2019-12-19,L-463,L-463,,,FALSE,,,,,,native
L-523,2,L,2020-07-11,L-463,L-463,A-383,1,TRUE,1,"Zuhura, L-463_cub1",,,,native
L-524,1,L,2020-07-11,L-463,L-463,A-383,2,TRUE,2,"Zebaki, L-463_cub2",,,,native
L-525,,L,2020-12-19,L-449,L-449,,,FALSE,,L-449_cub,,,,native
L-526,,L,2020-12-20,L-425,L-425,,1,FALSE,1,L-425_cub1,,,,native
L-527,,L,2020-12-20,L-425,L-425,,2,FALSE,2,L-425_cub2,2021-02-10,infanticide,"infanticide by L-462, filmed by Wildstar team",native
L-528,,L,2020-12-17,L-462,L-462,,1,FALSE,1,L-462_cub1,,,,native
L-529,,L,2020-12-17,L-462,L-462,,2,FALSE,2,L-462_cub2,,,,native
L-530,,L,2020-12-25,L-329,L-329,,1,FALSE,1,L-329_cub1,,,,native
L-531,,L,2020-12-25,L-329,L-329,,2,FALSE,2,L-329_cub2,,,,native
L-532,,L,2021-02-23,L-429,L-429,,,FALSE,,,,,,native
L-533,2,L,2021-04-27,L-359,L-359,A-383,,TRUE,,L-359_female1,,,,native
L-534,2,L,2021-08-07,L-449,L-449,A-383,1,TRUE,1,L-449_cub1,,,,native
L-535,1,L,2021-08-07,L-449,L-449,,2,TRUE,2,L-449_cub2,,,,native
L-536,,L,2021-08-08,L-429,L-429,,1,FALSE,1,L-429_cub1,,,,native
L-537,,L,2021-08-08,L-429,L-429,,2,FALSE,2,L-429_cub2,,,,native
L-538,1,L,2021-08-15,L-462,L-462,,,FALSE,,L-462_cub1,,,,native
L-539,1,L,2021-09-24,L-350,L-350,X-150,,TRUE,,"Drako, L-350_grey",,,,native
L-540,1,L,2021-10-20,L-498,L-498,A-343,2,TRUE,2,"Mavazi, L-498_first born",,,,native
L-541,2,L,2021-11-03,L-329,L-329,A-343,1,TRUE,1,L-329_cub1,,,,native
L-542,1,L,2021-11-03,L-329,L-329,A-343,2,TRUE,2,L-329_cub2,,,,native
L-543,1,L,2021-11-05,L-474,L-474,T-171,,TRUE,,Mulenzi,,,,native
L-544,2,L,2021-10-20,L-498,L-498,A-343,1,TRUE,1,Malaika,,,,native
L-545,1,L,2022-03-12,L-462,L-462,N-275,1,TRUE,1,,,,,native
L-546,1,L,2022-03-12,L-462,L-462,,2,TRUE,2,,,,,native
L-547,2,L,2022-03-14,L-428,L-428,A-264,,TRUE,1,L-428_daughter,,,,native
L-548,1,L,2022-03-16,L-429,L-429,,1,TRUE,1,Kudeka,,,,native
L-549,2,L,2022-03-16,L-429,L-429,,2,TRUE,2,,,,,native
L-550,1,L,2022-05-21,L-463,L-463,A-430,,TRUE,,,,,,native
L-551,1,L,2022-12-20,L-498,L-498,A-430,1,TRUE,1,L1,,,,native
L-552,1,L,2022-12-20,L-498,L-498,A-430,2,TRUE,2,L3,,,,native
L-553,1,L,2022-12-24,L-439,L-439,A-383,,TRUE,,L2,,,,native
L-554,1,L,2023-01-11,L-449,L-449,,1,FALSE,1,L4,,,,native
L-555,,L,2023-01-11,L-449,L-449,,2,FALSE,2,,,,,native
L-556,2,L,2023-01-25,L-523,L-523,S-316,,TRUE,,L6,,,,native
L-557,2,L,2023-02-13,L-428,L-428,,2,TRUE,2,L5,,,,native
L-558,1,L,2023-02-13,L-428,L-428,,1,TRUE,1,,,,,native
L-559,2,L,2023-02-15,L-463,L-463,N-275,,TRUE,,,,,,native
L-560,1,L,2023-02-25,L-429,L-429,,,FALSE,,,,,,native
L-561,1,L,2023-04-23,L-516,L-516,,1,TRUE,1,L-517_cub?,,,,native
L-562,,L,2023-04-23,L-516,L-516,,2,FALSE,2,,,,,native
L-563,1,L,2023-06-23,L-517,L-517,L-441,,TRUE,,,,,,native
L-564,1,L,2023-07-16,L-508,L-508,,,TRUE,,L-508_cub1,,,,native
L-565,1,L,2023-08-04,L-510,L-510,,1,FALSE,1,,,,,native
L-566,1,L,2023-08-04,L-510,L-510,,2,FALSE,2,,,,,native
L-567,1,L,2023-10-30,L-474,L-474,T-171,,TRUE,,,,,,native
L-568,2,L,2023-11-14,L-429,L-429,,1,TRUE,1,,,,,native
L-569,1,L,2023-11-14,L-429,L-429,,2,TRUE,2,,,,,native
L-570,2,L,2024-02-10,L-350,L-350,,,TRUE,,L-350_cub1,,,,native
L-571,1,L,2024-03-22,L-510,L-510,,,TRUE,,,,,,native
L-572,1,L,2024-08-15,L-449,L-449,,,TRUE,,L-449_cub,,,,native
L-573,1,L,2024-09-18,L-498,L-498,,,FALSE,,L-498_cub,,,,native
L-574,,L,2024-08-20,L-329,L-329,,,FALSE,,L-329_cub,,,,native
L-575,1,L,2024-10-05,L-544,L-544,,,FALSE,,L-544_cub,,,,native
L-576,,L,2024-01-07,L-463,L-463,,,FALSE,,,,,,native
M-001,2,M,1985-06-13,,,,,TRUE,,Wave,,,,native
M-002,2,M,1985-06-12,,,,,FALSE,,Wilma,,,,native
M-003,2,M,1985-06-14,,,,,FALSE,,Goldie,,,,native
M-004,2,M,1981-06-14,,,,,TRUE,,Nyonga,,,,native
M-005,2,M,1992-04-05,,,,,TRUE,,Kunja,,,,native
M-006,2,M,1989-04-14,M-003,M-003,,,TRUE,,Tambaa,,,,native
M-007,2,M,1994-02-14,M-003,M-003,,1,TRUE,1,Changa,,,,native
M-008,1,X,1989-04-14,,,,,TRUE,,Sikio,,,,founder
M-009,2,M,1992-04-06,M-001,M-001,,,TRUE,,Tisa,,,total surviving cubs = 8 (incl M-091),native
M-010,1,X,1991-04-14,,,,,FALSE,,Shimo,,,,founder
M-011,2,M,1985-06-15,,,,,FALSE,,,,,,native
M-012,2,M,1983-06-14,,,,,TRUE,,Tembea,,,,native
M-013,2,M,1987-06-14,,,,,FALSE,,Mikata,,,,native
M-014,2,M,1988-06-13,,,,,TRUE,,Fanaka,,,,native
M-015,2,M,1994-02-15,,,,,FALSE,,,,,,native
M-016,2,M,1988-06-14,,,,,FALSE,,Giza,,disease,"disease, was walking very slowly when seen last",native
M-017,2,M,1994-04-14,M-014,M-014,,,TRUE,,Zuka,,,,native
M-040,1,X,1990-04-14,,,,,TRUE,,Lino,,,,founder
M-041,1,M,1994-02-14,M-003,M-003,M-008,2,TRUE,2,Adonis,,,,native
M-042,1,M,1994-04-15,,,,,TRUE,,,,,,native
M-043,2,M,1994-02-16,M-012,M-012,M-008,,TRUE,,Chopi,,,,native
M-044,1,M,1993-10-12,,,,,FALSE,,Kimbio,,,,native
M-045,1,X,1985-04-14,,,,,FALSE,,,,,,founder
M-046,1,X,1992-04-14,,,,,TRUE,,Domino,,,,founder
M-047,1,M,1993-10-13,,,,,TRUE,,"Olepeti, X-035",2002-09-25,immobilisation/disease,"died during immobilisation, possibly long-term effect of Streptococcus",native
M-048,1,M,1993-04-13,,,,,FALSE,,,,,,native
M-049,1,M,1993-04-14,,,,,FALSE,,laechelnder Fuss,,,,native
M-050,1,X,1992-04-14,,,,,TRUE,,Hamsini,,,,founder
M-051,1,M,1993-10-14,M-004,M-004,,,TRUE,,Kitanzi,,,,native
M-052,1,X,1992-07-14,,,,,TRUE,,Popo,,,,founder
M-053,1,M,1993-04-15,,,,,TRUE,,,,,,native
M-054,1,M,1993-10-15,,,,,FALSE,,,,,,native
M-080,1,M,1995-10-14,M-013,M-013,,,FALSE,,Nannini,,,,native
M-081,2,M,1995-10-15,M-002,M-002,M-008,,TRUE,,Samaki,,,,native
M-082,2,M,1995-09-25,M-003,M-003,M-052,1,TRUE,1,Tawala,,,,native
M-083,1,M,1995-09-25,M-003,M-003,,2,FALSE,2,Square,,,,native
M-084,1,M,1995-12-28,M-001,M-001,M-008,1,TRUE,1,Cookie,,,,native
M-085,1,M,1995-12-28,M-001,M-001,,2,FALSE,2,Kali,,,,native
M-086,2,M,1995-04-14,M-004,M-004,,,FALSE,,Safi,,,,native
M-087,1,M,1995-02-14,M-006,M-006,,2,TRUE,2,Mzizi,,,,native
M-088,2,M,1995-02-14,M-006,M-006,,1,TRUE,1,Ngiri,,,,native
M-089,2,M,1995-11-15,M-014,M-014,,2,FALSE,2,Kiga,,,,native
M-090,2,M,1995-11-15,M-014,M-014,,1,FALSE,1,Moon,,,,native
M-091,2,M,1995-10-16,M-009,M-009,M-040,,TRUE,,Justine,,,,native
M-092,1,M,1995-02-15,M-012,M-012,,,TRUE,,Panda,,,,native
M-093,1,M,1995-12-14,M-005,M-005,,,FALSE,,Kilele,,,,native
M-094,,M,1996-06-19,M-006,M-006,,,FALSE,,,,,,native
M-095,,M,1996-08-31,M-007,M-007,,,FALSE,,,1996-09-15,infanticide,infanticide by M-007,native
M-096,1,M,1996-11-28,M-004,M-004,,,FALSE,,Furahi,,infanticide,infanticide by M-006,native
M-097,1,M,1996-06-01,M-016,M-016,,,TRUE,,Zungu,2008-04-28,,,native
M-098,2,M,1997-01-09,M-006,M-006,M-008,2,TRUE,2,Tara,,disease,"disease, had bad infection on penis/genitals when seen last",native
M-099,2,M,1997-01-09,M-006,M-006,M-008,1,TRUE,1,Doa,,,,native
M-100,2,M,1997-03-27,M-007,M-007,,,TRUE,,Mia,,,,native
M-101,1,M,1997-03-16,M-005,M-005,M-046,2,TRUE,2,Mizani,,,,native
M-102,1,M,1997-03-16,M-005,M-005,M-046,1,TRUE,1,Globi,,,,native
M-103,2,M,1997-04-01,M-012,M-012,M-052,2,TRUE,2,Ndugu,1998-04-13,lions,,native
M-104,1,M,1997-04-01,M-012,M-012,M-052,1,TRUE,1,Enjere,,,,native
M-105,2,M,1997-04-04,M-014,M-014,,1,FALSE,1,Tuya,,,,native
M-106,1,M,1997-04-04,M-014,M-014,,2,TRUE,2,Moyo,,,,native
M-107,1,M,1997-06-11,M-043,M-043,M-046,2,TRUE,2,,1997-09-07,infanticide,infanticide by M-007,native
M-108,2,M,1997-06-26,M-009,M-009,,1,FALSE,1,,,,,native
M-109,2,M,1997-06-26,M-009,M-009,,2,FALSE,2,Punda,,,,native
M-110,2,M,1997-06-22,M-002,M-002,M-040,1,TRUE,1,,1997-10-19,starvation,starved after mother died,native
M-111,1,M,1997-06-22,M-002,M-002,M-040,2,TRUE,2,,1997-10-17,starvation,starved after mother died,native
M-112,2,M,1997-06-11,M-043,M-043,,1,FALSE,1,,,,,native
M-113,2,M,1997-08-18,M-017,M-017,M-008,2,TRUE,2,Ruka,,,,native
M-114,1,M,1997-08-18,M-017,M-017,M-008,1,TRUE,1,Supen,,,,native
M-115,2,M,1997-08-30,M-004,M-004,M-046,,TRUE,,Viringisha,,,,native
M-116,1,M,1998-03-26,M-043,M-043,,,TRUE,,Mbele,,,,native
M-117,1,M,1998-04-01,M-009,M-009,M-008,,TRUE,,Balungi,,,,native
M-118,2,M,1998-06-27,M-005,M-005,M-040,1,TRUE,1,Sungura,,,,native
M-119,2,M,1998-06-27,M-005,M-005,M-040,2,TRUE,2,Bata,,,,native
M-120,2,M,1998-05-30,M-014,M-014,M-046,1,TRUE,1,Mbili,,,,native
M-121,1,M,1998-05-30,M-014,M-014,M-046,2,TRUE,2,,,,,native
M-122,2,M,1998-06-17,M-006,M-006,M-046,1,TRUE,1,Tumba,,,,native
M-123,1,M,1998-06-17,M-006,M-006,M-046,2,TRUE,2,,,,,native
M-124,1,M,1998-07-25,M-088,M-088,,,FALSE,,,,,,native
M-125,1,M,1998-10-03,M-012,M-012,M-052,1,TRUE,1,,,,,native
M-126,1,M,1998-10-03,M-012,M-012,M-052,2,TRUE,2,,,,,native
M-127,,M,1998-10-17,M-016,M-016,,,FALSE,,,,,,native
M-128,2,M,1998-12-11,M-082,M-082,N-046,1,TRUE,1,Malaika,,,,native
M-129,1,M,1998-12-11,M-082,M-082,N-046,2,TRUE,2,Uhuru,,,,native
M-130,1,M,1999-03-25,M-091,M-091,,1,FALSE,1,,,,,native
M-131,1,M,1999-03-25,M-091,M-091,,2,FALSE,2,,,,,native
M-132,2,M,1999-03-14,M-007,M-007,M-040,1,TRUE,1,Kung'ara,,,,native
M-133,1,M,1999-03-14,M-007,M-007,M-040,2,TRUE,2,Sidai,,,,native
M-134,1,M,1999-04-05,M-081,M-081,,1,FALSE,1,Nyangumi,,,,native
M-135,1,M,1999-04-05,M-081,M-081,,2,FALSE,2,,,,,native
M-136,1,M,1999-03-30,M-017,M-017,M-040,1,TRUE,1,Asili,,,,native
M-137,1,M,1999-03-30,M-017,M-017,,2,FALSE,2,,,,,native
M-138,1,M,1999-07-04,M-088,M-088,M-097,1,TRUE,1,Sapatu,,,,native
M-139,1,M,1999-07-04,M-088,M-088,M-097,2,TRUE,2,Fulani,,,,native
M-140,2,M,1999-09-02,M-100,M-100,M-052,1,TRUE,1,Siagi,,,,native
M-141,1,M,1999-09-02,M-100,M-100,M-052,2,TRUE,2,Samli,,,,native
M-142,1,M,1999-06-18,M-009,M-009,M-046,1,TRUE,1,Kibano,,,,native
M-143,1,M,1999-06-18,M-009,M-009,M-046,2,TRUE,2,Tissini,,,,native
M-144,1,M,1999-06-23,M-006,M-006,M-046,2,TRUE,2,Kiko,,,,native
M-145,1,M,1999-06-23,M-006,M-006,M-046,1,TRUE,1,Chupo,,,,native
M-146,1,M,1999-06-28,M-005,M-005,,,FALSE,,,,,,native
M-147,2,M,2000-01-12,M-099,M-099,A-056,,TRUE,,Fyonza,,,,native
M-148,2,M,2000-03-09,M-007,M-007,N-045,1,TRUE,1,Ubingwa,,,,native
M-149,1,M,2000-03-09,M-007,M-007,N-045,2,TRUE,2,Zito,2002-12-17,disease,"Streptococcus, seen last with severe swelling",native
M-150,2,M,2000-04-07,M-014,M-014,N-045,,TRUE,,Ukiwa,,,,native
M-151,2,M,2000-05-27,M-006,M-006,N-045,1,TRUE,1,Busara,,,,native
M-152,2,M,2000-05-27,M-006,M-006,N-045,2,TRUE,2,Woga,,,,native
M-153,2,M,2000-06-28,M-081,M-081,,1,FALSE,1,,,,,native
M-154,1,M,2000-06-28,M-081,M-081,,2,FALSE,2,,,,,native
M-155,1,M,2000-07-12,M-017,M-017,M-008,1,TRUE,1,Jalal,,,,native
M-156,1,M,2000-07-12,M-017,M-017,M-008,2,TRUE,2,Abad,,,,native
M-157,2,M,2000-06-29,M-098,M-098,M-046,1,TRUE,1,Kulia,,,,native
M-158,1,M,2000-06-29,M-098,M-098,M-046,2,TRUE,2,Kushoto,,,,native
M-159,2,M,2000-08-22,M-005,M-005,N-042,1,TRUE,1,Ainura,,,,native
M-160,2,M,2000-08-22,M-005,M-005,N-042,2,TRUE,2,Anajewa,,,,native
M-161,,M,2011-05-14,M-268,M-268,,,FALSE,,,,,,native
M-162,1,M,2000-11-12,M-009,M-009,N-045,,TRUE,,Oloibor,,,,native
M-163,1,M,2000-11-25,M-091,M-091,M-052,,TRUE,,,,,,native
M-164,1,M,2000-12-05,M-012,M-012,X-006,1,TRUE,1,,,,,native
M-165,1,M,2000-12-05,M-012,M-012,,2,FALSE,2,,,,,native
M-166,2,M,2000-12-25,M-099,M-099,N-042,1,TRUE,1,Alapa,2002-04-04,,,native
M-167,1,M,2000-12-25,M-099,M-099,N-042,2,TRUE,2,Engolong,,,,native
M-168,1,M,2001-01-29,M-088,M-088,M-046,1,TRUE,1,Oribitir,,,,native
M-169,1,M,2001-01-29,M-088,M-088,M-046,2,TRUE,2,Upepo,,,,native
M-170,1,M,2001-04-12,M-100,M-100,M-052,1,TRUE,1,Kadiri,,,,native
M-171,1,M,2001-04-12,M-100,M-100,M-052,2,TRUE,2,Loni,,,,native
M-172,1,M,2001-05-12,M-122,M-122,M-052,,TRUE,,Songo,,,,native
M-173,1,M,2001-05-02,M-082,M-082,X-006,2,TRUE,2,Atibu,,,,native
M-174,1,M,2001-05-02,M-082,M-082,X-006,1,TRUE,1,Kaidi,,,,native
M-175,2,M,2001-06-30,M-007,M-007,M-046,2,TRUE,2,,2002-04-09,vehicle collision,run over by lorry,native
M-176,1,M,2001-06-30,M-007,M-007,M-046,1,TRUE,1,,,,,native
M-177,2,M,2001-07-01,M-132,M-132,A-087,,TRUE,,,,,,native
M-178,2,M,2001-12-20,M-005,M-005,A-056,1,TRUE,1,Oloikuma,,,,native
M-179,1,M,2001-12-20,M-005,M-005,A-056,2,TRUE,2,Kobe,,,,native
M-180,2,M,2002-02-12,M-098,M-098,M-046,2,TRUE,2,Beluwa,,,,native
M-181,1,M,2002-02-12,M-098,M-098,M-046,1,TRUE,1,Lampone,,,,native
M-182,2,M,2002-03-08,M-006,M-006,,,FALSE,,,,,,native
M-183,1,M,2002-05-11,M-088,M-088,A-087,,TRUE,,Kiwete,,,,native
M-184,2,M,2002-05-16,M-099,M-099,M-046,1,TRUE,1,,,,,native
