"ID","sex","birthclan","birthdate","mothergenetic","mothersocial","father","litterdominance","DNA","litterdominancegenetic","name2","deathconfirmed","deathcause","comments","date_lastsighting"
"M-054",1,"M",1993-10-15,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2003-02-12
"M-080",1,"M",1995-10-14,"M-013","M-013",NA,1,0,NA,NA,NA,NA,NA,2004-05-12
"M-081",2,"M",1995-10-15,"M-002","M-002","M-008",1,0,NA,NA,NA,NA,NA,2000-02-12
"M-082",2,"M",1995-09-25,"M-003","M-003","M-052",1,0,NA,NA,NA,NA,NA,2010-04-12
"M-083",1,"M",1995-09-25,"M-003","M-003",NA,2,0,NA,NA,NA,NA,NA,1997-10-12
"M-084",1,"M",1995-12-28,"M-001","M-001","M-008",1,0,NA,NA,NA,NA,NA,2010-05-12
"M-085",1,"M",1995-12-28,"M-001","M-001",NA,2,0,NA,NA,NA,NA,NA,1997-06-12
"M-086",2,"M",1995-04-14,"M-004","M-004",NA,1,0,NA,NA,NA,NA,NA,2002-12-12
"M-087",1,"M",1995-02-14,"M-006","M-006",NA,1,0,NA,NA,NA,NA,NA,2009-01-12
"M-088",2,"M",1995-02-14,"M-006","M-006",NA,2,0,NA,NA,NA,NA,NA,1997-04-12
"M-089",2,"M",1995-11-15,"M-014","M-014",NA,1,0,NA,NA,NA,NA,NA,2011-08-12
"M-090",2,"M",1995-11-15,"M-014","M-014",NA,2,0,NA,NA,NA,NA,NA,1998-05-12
"M-091",2,"M",1995-10-16,"M-009","M-009","M-040",1,0,NA,NA,NA,NA,NA,1997-01-12
"M-092",1,"M",1995-02-15,"M-012","M-012",NA,1,0,NA,NA,NA,NA,NA,1999-03-12
"M-093",1,"M",1995-12-14,"M-005","M-005",NA,1,0,NA,NA,NA,NA,NA,2006-05-12
"M-094",1,"M",1996-05-12,"M-016","M-016","M-008",1,0,NA,NA,NA,NA,NA,2006-11-12
"M-095",1,"M",1996-06-12,"M-011","M-011","M-008",1,0,NA,NA,NA,NA,NA,1997-01-12
"M-096",1,"M",1996-07-12,"M-003","M-003","M-008",1,0,NA,NA,NA,NA,NA,2004-01-12
"M-097",1,"M",1996-07-12,"M-005","M-005","M-046",1,0,NA,NA,NA,NA,NA,1997-06-12
"M-098",1,"M",1996-07-12,"M-005","M-005","M-046",2,0,NA,NA,NA,NA,NA,2002-02-12
"M-099",2,"M",1996-10-12,"M-002","M-002","M-008",1,0,NA,NA,NA,NA,NA,1997-10-12
"M-100",2,"M",1996-11-12,"M-006","M-006","M-010",1,0,NA,NA,NA,NA,NA,2011-12-12
"M-101",2,"M",1996-11-12,"M-006","M-006","M-010",2,0,NA,NA,NA,NA,NA,1998-11-12
"M-102",2,"M",1996-12-12,"M-001","M-001","M-008",1,0,NA,NA,NA,NA,NA,2003-04-12
"M-103",1,"M",1996-12-12,"M-001","M-001","M-008",2,0,NA,NA,NA,NA,NA,2002-05-12
"M-104",2,"M",1996-12-12,"M-013","M-013","M-008",1,0,NA,NA,NA,NA,NA,2001-03-12
"M-105",1,"M",1997-04-12,"M-007","M-007","N-043",1,0,NA,NA,NA,NA,NA,2000-12-12
"M-106",2,"M",1997-09-12,"M-005","M-005","M-050",1,0,NA,NA,NA,NA,NA,2004-07-12
"M-107",2,"M",1997-10-12,"M-001","M-001","M-008",1,0,NA,NA,NA,NA,NA,2010-04-12
"M-108",1,"M",1997-11-12,"M-017","M-017","N-043",1,0,NA,NA,NA,NA,NA,2016-12-12
"M-109",2,"M",1997-11-12,"M-006","M-006","M-010",1,0,NA,NA,NA,NA,NA,1999-08-12
"M-110",1,"M",1997-11-12,"M-006","M-006","M-010",2,0,NA,NA,NA,NA,NA,2002-07-12
"M-111",1,"M",1997-11-12,"M-016","M-016","M-008",1,0,NA,NA,NA,NA,NA,2004-03-12
"M-112",1,"M",1997-11-12,"M-016","M-016","M-008",2,0,NA,NA,NA,NA,NA,2007-01-12
"M-113",1,"M",1997-12-12,"M-012","M-012","M-045",1,0,NA,NA,NA,NA,NA,2003-09-12
"M-114",2,"M",1998-01-12,"M-014","M-014","M-008",1,0,NA,NA,NA,NA,NA,1998-06-12
"M-115",1,"M",1998-01-12,"M-011","M-011","M-008",1,0,NA,NA,NA,NA,NA,2005-07-12
"M-116",2,"M",1998-03-12,"M-001","M-001","M-008",1,0,NA,NA,NA,NA,NA,1998-08-12
"M-117",1,"M",1998-04-12,"M-013","M-013","M-008",1,0,NA,NA,NA,NA,NA,2000-09-12
"M-118",1,"M",1998-04-12,"M-013","M-013","M-008",2,0,NA,NA,NA,NA,NA,1998-11-12
"M-119",2,"M",1998-06-12,"M-003","M-003","M-008",1,0,NA,NA,NA,NA,NA,2009-08-12
"M-120",1,"M",1998-06-12,"M-006","M-006","M-010",1,0,NA,NA,NA,NA,NA,2000-03-12
"M-121",1,"M",1998-06-12,"M-006","M-006","M-010",2,0,NA,NA,NA,NA,NA,2005-10-12
"M-122",1,"M",1998-06-12,"M-005","M-005","M-054",1,0,NA,NA,NA,NA,NA,2002-06-12
"M-123",1,"M",1998-06-12,"M-005","M-005","M-054",2,0,NA,NA,NA,NA,NA,2002-06-12
"M-124",2,"M",1998-08-12,"M-012","M-012","M-045",1,0,NA,NA,NA,NA,NA,2000-07-12
"M-125",1,"M",1998-08-12,"M-012","M-012","M-045",2,0,NA,NA,NA,NA,NA,1999-08-12
"M-126",1,"M",1998-09-12,"M-015","M-015","N-043",1,0,NA,NA,NA,NA,NA,1999-10-12
"M-127",2,"M",1998-12-12,"M-011","M-011","M-008",1,0,NA,NA,NA,NA,NA,2000-09-12
"M-128",1,"M",1998-12-12,"M-011","M-011","M-008",2,0,NA,NA,NA,NA,NA,2009-10-12
"M-129",1,"M",1999-03-12,"M-007","M-007","N-043",1,0,NA,NA,NA,NA,NA,2000-01-12
"M-130",2,"M",1999-03-12,"M-013","M-013","M-008",1,0,NA,NA,NA,NA,NA,2002-10-12
"M-131",1,"M",1999-03-12,"M-013","M-013","M-008",2,0,NA,NA,NA,NA,NA,2006-07-12
"M-132",1,"M",1999-03-12,"M-002","M-002","M-008",1,0,NA,NA,NA,NA,NA,2014-04-12
"M-133",1,"M",1999-03-12,"M-016","M-016","M-008",1,0,NA,NA,NA,NA,NA,2009-03-12
"M-134",1,"M",1999-04-12,"M-082","M-082","N-043",1,0,NA,NA,NA,NA,NA,2012-05-12
"M-135",2,"M",1999-05-12,"M-043","M-043","N-043",1,0,NA,NA,NA,NA,NA,2011-01-12
"M-136",1,"M",1999-05-12,"M-086","M-086","N-043",1,0,NA,NA,NA,NA,NA,2016-09-12
"M-137",1,"M",1999-07-12,"M-017","M-017","N-043",1,0,NA,NA,NA,NA,NA,2000-01-12
"M-138",2,"M",1999-08-12,"M-005","M-005","N-043",1,0,NA,NA,NA,NA,NA,2007-06-12
"M-139",1,"M",2000-02-12,"M-100","M-100","L-083",1,0,NA,NA,NA,NA,NA,2002-11-12
"M-140",2,"M",2000-02-12,"M-006","M-006","M-010",1,0,NA,NA,NA,NA,NA,2014-01-12
"M-141",1,"M",2000-02-12,"M-006","M-006","M-010",2,0,NA,NA,NA,NA,NA,2000-09-12
"M-142",2,"M",2000-02-12,"M-015","M-015","N-043",1,0,NA,NA,NA,NA,NA,2013-02-12
"M-143",2,"M",2000-03-12,"M-082","M-082","N-043",1,0,NA,NA,NA,NA,NA,2004-12-12
"M-144",1,"M",2000-03-12,"M-082","M-082","N-043",2,0,NA,NA,NA,NA,NA,2012-11-12
"M-145",1,"M",2000-03-12,"M-005","M-005","N-043",1,0,NA,NA,NA,NA,NA,2001-02-12
"M-146",1,"M",2000-03-12,"M-005","M-005","N-043",2,0,NA,NA,NA,NA,NA,2012-01-12
"M-147",2,"M",2000-03-12,"M-014","M-014","M-010",1,0,NA,NA,NA,NA,NA,2004-12-12
"M-148",1,"M",2000-05-12,"M-102","M-102","L-083",1,0,NA,NA,NA,NA,NA,2001-06-12
"M-149",1,"M",2000-05-12,"M-104","M-104","L-083",1,0,NA,NA,NA,NA,NA,2002-03-12
"M-150",2,"M",2000-05-12,"M-104","M-104","L-083",2,0,NA,NA,NA,NA,NA,2003-04-12
"M-151",2,"M",2000-05-12,"M-086","M-086","N-043",1,0,NA,NA,NA,NA,NA,2000-11-12
"M-152",1,"M",2000-05-12,"M-011","M-011","M-010",1,0,NA,NA,NA,NA,NA,2010-10-12
"M-153",1,"M",2000-06-12,"M-107","M-107","A-113",1,0,NA,NA,NA,NA,NA,2013-03-12
"M-154",1,"M",2000-08-12,"M-015","M-015","N-043",1,0,NA,NA,NA,NA,NA,2016-01-12
"M-155",1,"M",2000-11-12,"M-089","M-089","N-043",1,0,NA,NA,NA,NA,NA,2002-07-12
"M-156",2,"M",2000-11-12,"M-007","M-007","N-043",1,0,NA,NA,NA,NA,NA,2003-11-12
"M-157",2,"M",2000-11-12,"M-016","M-016","M-010",1,0,NA,NA,NA,NA,NA,2011-11-12
"M-158",1,"M",2000-11-12,"M-016","M-016","M-010",2,0,NA,NA,NA,NA,NA,2010-11-12
"M-159",1,"M",2001-02-12,"M-043","M-043","N-043",1,0,NA,NA,NA,NA,NA,2011-07-12
"M-160",2,"M",2001-04-12,"M-130","M-130","A-141",1,0,NA,NA,NA,NA,NA,2003-01-12
"M-161",1,"M",2001-04-12,"M-082","M-082","N-043",1,0,NA,NA,NA,NA,NA,2002-02-12
"M-162",1,"M",2001-04-12,"M-082","M-082","N-043",2,0,NA,NA,NA,NA,NA,2003-03-12
"M-163",2,"M",2001-04-12,"M-006","M-006","M-040",1,0,NA,NA,NA,NA,NA,2011-06-12
"M-164",1,"M",2001-04-12,"M-006","M-006","M-040",2,0,NA,NA,NA,NA,NA,2012-09-12
"M-165",2,"M",2001-05-12,"M-005","M-005","N-043",1,0,NA,NA,NA,NA,NA,2006-04-12
"M-166",1,"M",2001-05-12,"M-102","M-102","L-083",1,0,NA,NA,NA,NA,NA,2001-12-12
"M-167",1,"M",2001-05-12,"M-102","M-102","L-083",2,0,NA,NA,NA,NA,NA,2005-08-12
"M-168",2,"M",2001-05-12,"M-017","M-017","N-043",1,0,NA,NA,NA,NA,NA,2003-01-12
"M-169",2,"M",2001-05-12,"M-017","M-017","N-043",2,0,NA,NA,NA,NA,NA,2003-09-12
"M-170",1,"M",2001-05-12,"M-086","M-086","N-043",1,0,NA,NA,NA,NA,NA,2013-07-12
"M-171",2,"M",2001-05-12,"M-086","M-086","N-043",2,0,NA,NA,NA,NA,NA,2007-09-12
"M-172",1,"M",2001-06-12,"M-119","M-119","T-003",1,0,NA,NA,NA,NA,NA,2011-08-12
"M-173",1,"M",2001-06-12,"M-106","M-106","A-113",1,0,NA,NA,NA,NA,NA,2007-05-12
"M-174",2,"M",2001-07-12,"M-100","M-100","L-083",1,0,NA,NA,NA,NA,NA,2009-12-12
"M-175",2,"M",2001-07-12,"M-100","M-100","L-083",2,0,NA,NA,NA,NA,NA,2004-12-12
"M-176",1,"M",2001-12-12,"M-016","M-016","N-043",1,0,NA,NA,NA,NA,NA,2010-07-12
"M-177",1,"M",2001-12-12,"M-016","M-016","N-043",2,0,NA,NA,NA,NA,NA,2002-06-12
"M-178",2,"M",2002-04-12,"M-142","M-142","A-050",1,0,NA,NA,NA,NA,NA,2002-12-12
"M-179",2,"M",2002-04-12,"M-107","M-107","A-113",1,0,NA,NA,NA,NA,NA,2006-11-12
"M-180",1,"M",2002-04-12,"M-015","M-015","N-043",1,0,NA,NA,NA,NA,NA,2003-04-12
"M-181",1,"M",2002-05-12,"M-089","M-089","N-043",1,0,NA,NA,NA,NA,NA,2015-03-12
"M-182",1,"M",2002-05-12,"M-089","M-089","N-043",2,0,NA,NA,NA,NA,NA,2014-12-12
"M-183",1,"M",2002-06-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2016-05-12
"M-184",2,"M",2002-06-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2008-03-12
"M-185",2,"M",2002-06-12,"M-130","M-130","A-141",1,0,NA,NA,NA,NA,NA,2005-10-12
"M-186",2,"M",2002-06-12,"M-043","M-043","N-043",1,0,NA,NA,NA,NA,NA,2003-11-12
"M-187",1,"M",2002-07-12,"M-014","M-014","A-049",1,0,NA,NA,NA,NA,NA,2012-08-12
"M-188",1,"M",2002-08-12,"M-005","M-005","A-049",1,0,NA,NA,NA,NA,NA,2013-05-12
"M-189",1,"M",2002-09-12,"M-143","M-143","T-090",1,0,NA,NA,NA,NA,NA,2016-02-12
"M-190",1,"M",2002-09-12,"M-138","M-138","A-141",1,0,NA,NA,NA,NA,NA,2014-07-12
"M-191",2,"M",2002-09-12,"M-147","M-147","T-090",1,0,NA,NA,NA,NA,NA,2003-11-12
"M-192",1,"M",2002-09-12,"M-016","M-016","A-049",1,0,NA,NA,NA,NA,NA,2017-10-12
"M-193",1,"M",2002-11-12,"M-106","M-106","A-113",1,0,NA,NA,NA,NA,NA,2003-09-12
"M-194",1,"M",2002-12-12,"M-086","M-086","A-049",1,0,NA,NA,NA,NA,NA,2019-11-12
"M-195",1,"M",2002-12-12,"M-086","M-086","A-049",2,0,NA,NA,NA,NA,NA,2006-01-12
"M-196",2,"M",2003-01-12,"M-156","M-156","A-152",1,0,NA,NA,NA,NA,NA,2003-06-12
"M-197",1,"M",2003-01-12,"M-082","M-082","A-049",1,0,NA,NA,NA,NA,NA,2003-09-12
"M-198",2,"M",2003-02-12,"M-102","M-102","A-113",1,0,NA,NA,NA,NA,NA,2004-08-12
"M-199",2,"M",2003-03-12,"M-140","M-140","A-050",1,0,NA,NA,NA,NA,NA,2011-03-12
"M-200",2,"M",2003-03-12,"M-140","M-140","A-050",2,0,NA,NA,NA,NA,NA,2003-11-12
"M-201",1,"M",2003-03-12,"M-100","M-100","A-113",1,0,NA,NA,NA,NA,NA,2005-02-12
"M-202",1,"M",2003-05-12,"M-107","M-107","A-113",1,0,NA,NA,NA,NA,NA,2007-12-12
"M-203",1,"M",2003-05-12,"M-015","M-015","A-049",1,0,NA,NA,NA,NA,NA,2009-10-12
"M-204",2,"M",2003-05-12,"M-015","M-015","A-049",2,0,NA,NA,NA,NA,NA,2003-12-12
"M-205",2,"M",2003-06-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2003-11-12
"M-206",1,"M",2003-06-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2004-10-12
"M-207",1,"M",2003-07-12,"M-143","M-143","T-090",1,0,NA,NA,NA,NA,NA,2015-05-12
"M-208",1,"M",2003-07-12,"M-143","M-143","T-090",2,0,NA,NA,NA,NA,NA,2013-06-12
"M-209",2,"M",2003-08-12,"M-135","M-135","A-141",1,0,NA,NA,NA,NA,NA,2006-11-12
"M-210",2,"M",2003-08-12,"M-006","M-006","A-049",1,0,NA,NA,NA,NA,NA,2008-02-12
"M-211",1,"M",2003-08-12,"M-017","M-017","A-049",1,0,NA,NA,NA,NA,NA,2012-05-12
"M-212",1,"M",2003-09-12,"M-005","M-005","A-049",1,0,NA,NA,NA,NA,NA,2005-03-12
"M-213",1,"M",2003-09-12,"M-089","M-089","A-049",1,0,NA,NA,NA,NA,NA,2015-10-12
"M-214",1,"M",2003-09-12,"M-142","M-142","A-050",1,0,NA,NA,NA,NA,NA,2004-02-12
"M-215",1,"M",2003-09-12,"M-142","M-142","A-050",2,0,NA,NA,NA,NA,NA,2005-11-12
"M-216",2,"M",2004-03-12,"M-163","M-163","F-063",1,0,NA,NA,NA,NA,NA,2005-05-12
"M-217",1,"M",2004-03-12,"M-163","M-163","F-063",2,0,NA,NA,NA,NA,NA,2005-10-12
"M-218",2,"M",2004-04-12,"M-100","M-100","A-113",1,0,NA,NA,NA,NA,NA,2008-04-12
"M-219",2,"M",2004-04-12,"M-100","M-100","A-113",2,0,NA,NA,NA,NA,NA,2004-10-12
"M-220",2,"M",2004-05-12,"M-140","M-140","A-050",1,0,NA,NA,NA,NA,NA,2006-01-12
"M-221",1,"M",2004-06-12,"M-174","M-174","F-049",1,0,NA,NA,NA,NA,NA,2005-06-12
"M-222",2,"M",2004-06-12,"M-082","M-082","A-049",1,0,NA,NA,NA,NA,NA,2007-11-12
"M-223",2,"M",2004-06-12,"M-082","M-082","A-049",2,0,NA,NA,NA,NA,NA,2016-02-12
"M-224",2,"M",2004-06-12,"M-147","M-147","T-090",1,0,NA,NA,NA,NA,NA,2005-03-12
"M-225",2,"M",2004-06-12,"M-147","M-147","T-090",2,0,NA,NA,NA,NA,NA,2006-08-12
"M-226",2,"M",2004-09-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2019-07-12
"M-227",1,"M",2004-09-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2006-03-12
"M-228",2,"M",2004-10-12,"M-107","M-107","A-113",1,0,NA,NA,NA,NA,NA,2019-06-12
"M-229",2,"M",2004-10-12,"M-107","M-107","A-113",2,0,NA,NA,NA,NA,NA,2006-02-12
"M-230",2,"M",2004-11-12,"M-163","M-163","F-063",1,0,NA,NA,NA,NA,NA,2005-12-12
"M-231",2,"M",2004-11-12,"M-163","M-163","F-063",2,0,NA,NA,NA,NA,NA,2005-04-12
"M-232",2,"M",2004-11-12,"M-138","M-138","A-141",1,0,NA,NA,NA,NA,NA,2005-11-12
"M-233",2,"M",2004-11-12,"M-138","M-138","A-141",2,0,NA,NA,NA,NA,NA,2008-04-12
"M-234",2,"M",2004-11-12,"M-043","M-043","A-049",1,0,NA,NA,NA,NA,NA,2018-04-12
"M-235",2,"M",2004-11-12,"M-043","M-043","A-049",2,0,NA,NA,NA,NA,NA,2006-08-12
"M-236",1,"M",2004-12-12,"M-143","M-143","T-090",1,0,NA,NA,NA,NA,NA,2012-07-12
"M-237",2,"M",2004-12-12,"M-100","M-100","A-113",1,0,NA,NA,NA,NA,NA,2014-05-12
"M-238",2,"M",2004-12-12,"M-100","M-100","A-113",2,0,NA,NA,NA,NA,NA,2005-08-12
"M-239",2,"M",2004-12-12,"M-142","M-142","A-050",1,0,NA,NA,NA,NA,NA,2011-08-12
"M-240",2,"M",2004-12-12,"M-142","M-142","A-050",2,0,NA,NA,NA,NA,NA,2005-06-12
"M-241",1,"M",2005-01-12,"M-140","M-140","T-090",1,0,NA,NA,NA,NA,NA,2008-07-12
"M-242",1,"M",2005-01-12,"M-140","M-140","T-090",2,0,NA,NA,NA,NA,NA,2006-02-12
"M-243",1,"M",2005-01-12,"M-089","M-089","A-049",1,0,NA,NA,NA,NA,NA,2005-11-12
"M-244",2,"M",2005-01-12,"M-017","M-017","A-049",1,0,NA,NA,NA,NA,NA,2006-02-12
"M-245",2,"M",2005-03-12,"M-165","M-165","F-063",1,0,NA,NA,NA,NA,NA,2006-03-12
"M-246",2,"M",2005-03-12,"M-005","M-005","A-049",1,0,NA,NA,NA,NA,NA,2006-04-12
"M-247",1,"M",2005-03-12,"M-135","M-135","T-090",1,0,NA,NA,NA,NA,NA,2008-03-12
"M-248",2,"M",2005-07-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2008-04-12
"M-249",1,"M",2005-07-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2006-08-12
"M-250",1,"M",2005-08-12,"M-184","M-184","E-108",1,0,NA,NA,NA,NA,NA,2014-10-12
"M-251",2,"M",2005-08-12,"M-163","M-163","F-063",1,0,NA,NA,NA,NA,NA,2006-03-12
"M-252",2,"M",2005-09-12,"M-174","M-174","F-049",1,0,NA,NA,NA,NA,NA,2012-09-12
"M-253",2,"M",2005-11-12,"M-179","M-179","E-108",1,0,NA,NA,NA,NA,NA,2012-05-12
"M-254",1,"M",2005-12-12,"M-135","M-135","T-090",1,0,NA,NA,NA,NA,NA,2007-10-12
"M-255",1,"M",2006-01-12,"M-210","M-210","S-085",1,0,NA,NA,NA,NA,NA,2017-02-12
"M-256",2,"M",2006-01-12,"M-210","M-210","S-085",2,0,NA,NA,NA,NA,NA,2007-12-12
"M-257",1,"M",2006-01-12,"M-209","M-209","S-085",1,0,NA,NA,NA,NA,NA,2013-10-12
"M-258",1,"M",2006-01-12,"M-209","M-209","S-085",2,0,NA,NA,NA,NA,NA,2013-04-12
"M-259",2,"M",2006-01-12,"M-082","M-082","L-094",1,0,NA,NA,NA,NA,NA,2012-09-12
"M-260",1,"M",2006-01-12,"M-082","M-082","L-094",2,0,NA,NA,NA,NA,NA,2011-05-12
"M-261",1,"M",2006-01-12,"M-142","M-142","T-090",1,0,NA,NA,NA,NA,NA,2017-04-12
"M-262",1,"M",2006-03-12,"M-199","M-199","E-114",1,0,NA,NA,NA,NA,NA,2013-06-12
"M-263",2,"M",2006-04-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2013-10-12
"M-264",2,"M",2006-04-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2013-02-12
"M-265",1,"M",2006-04-12,"M-184","M-184","E-108",1,0,NA,NA,NA,NA,NA,2017-01-12
"M-266",2,"M",2006-04-12,"M-184","M-184","E-108",2,0,NA,NA,NA,NA,NA,2010-09-12
"M-267",1,"M",2006-05-12,"M-140","M-140","T-090",1,0,NA,NA,NA,NA,NA,2008-02-12
"M-268",1,"M",2006-06-12,"M-210","M-210","S-085",1,0,NA,NA,NA,NA,NA,2012-03-12
"M-269",1,"M",2006-06-12,"M-210","M-210","S-085",2,0,NA,NA,NA,NA,NA,2011-03-12
"M-270",1,"M",2006-06-12,"M-100","M-100","L-094",1,0,NA,NA,NA,NA,NA,2008-01-12
"M-271",1,"M",2006-06-12,"M-107","M-107","L-094",1,0,NA,NA,NA,NA,NA,2015-03-12
"M-272",2,"M",2006-06-12,"M-107","M-107","L-094",2,0,NA,NA,NA,NA,NA,2013-12-12
"M-273",1,"M",2006-07-12,"M-089","M-089","L-094",1,0,NA,NA,NA,NA,NA,2011-11-12
"M-274",2,"M",2006-09-12,"M-209","M-209","L-160",1,0,NA,NA,NA,NA,NA,2008-08-12
"M-275",2,"M",2006-09-12,"M-209","M-209","L-160",2,0,NA,NA,NA,NA,NA,2010-12-12
"M-276",1,"M",2006-09-12,"M-017","M-017","L-094",1,0,NA,NA,NA,NA,NA,2022-12-12
"M-277",1,"M",2006-10-12,"M-119","M-119","L-094",1,0,NA,NA,NA,NA,NA,2022-12-12
"M-278",1,"M",2006-10-12,"M-119","M-119","L-094",2,0,NA,NA,NA,NA,NA,2018-03-12
"M-279",2,"M",2006-10-12,"M-163","M-163","F-063",1,0,NA,NA,NA,NA,NA,2009-10-12
"M-280",2,"M",2006-10-12,"M-174","M-174","F-049",1,0,NA,NA,NA,NA,NA,2011-07-12
"M-281",1,"M",2006-12-12,"M-138","M-138","A-152",1,0,NA,NA,NA,NA,NA,2008-09-12
"M-282",1,"M",2007-03-12,"M-222","M-222","F-097",1,0,NA,NA,NA,NA,NA,2014-05-12
"M-283",2,"M",2007-04-12,"M-157","M-157","A-152",1,0,NA,NA,NA,NA,NA,2008-10-12
"M-284",2,"M",2007-04-12,"M-184","M-184","E-108",1,0,NA,NA,NA,NA,NA,2008-02-12
"M-285",2,"M",2007-04-12,"M-184","M-184","E-108",2,0,NA,NA,NA,NA,NA,2009-04-12
"M-286",1,"M",2007-04-12,"M-199","M-199","S-078",1,0,NA,NA,NA,NA,NA,2011-02-12
"M-287",1,"M",2007-05-12,"M-223","M-223","F-097",1,0,NA,NA,NA,NA,NA,2013-03-12
"M-288",1,"M",2007-05-12,"M-223","M-223","F-097",2,0,NA,NA,NA,NA,NA,2017-01-12
"M-289",2,"M",2007-05-12,"M-043","M-043","L-094",1,0,NA,NA,NA,NA,NA,2018-06-12
"M-290",2,"M",2007-07-12,"M-171","M-171","F-063",1,0,NA,NA,NA,NA,NA,2008-02-12
"M-291",1,"M",2007-07-12,"M-171","M-171","F-063",2,0,NA,NA,NA,NA,NA,2009-04-12
"M-292",2,"M",2007-08-12,"M-210","M-210","L-160",1,0,NA,NA,NA,NA,NA,2008-01-12
"M-293",2,"M",2007-09-12,"M-082","M-082","A-152",1,0,NA,NA,NA,NA,NA,2011-04-12
"M-294",2,"M",2007-09-12,"M-082","M-082","A-152",2,0,NA,NA,NA,NA,NA,2013-06-12
"M-295",1,"M",2007-09-12,"M-163","M-163","F-063",1,0,NA,NA,NA,NA,NA,2013-07-12
"M-296",1,"M",2007-09-12,"M-163","M-163","F-063",2,0,NA,NA,NA,NA,NA,2011-04-12
"M-297",2,"M",2007-09-12,"M-174","M-174","F-049",1,0,NA,NA,NA,NA,NA,2014-06-12
"M-298",1,"M",2007-09-12,"M-142","M-142","A-152",1,0,NA,NA,NA,NA,NA,2008-11-12
"M-299",1,"M",2007-11-12,"M-140","M-140","A-152",1,0,NA,NA,NA,NA,NA,2013-10-12
"M-300",2,"M",2007-12-12,"M-119","M-119","A-152",1,0,NA,NA,NA,NA,NA,2013-12-12
"M-301",2,"M",2007-12-12,"M-119","M-119","A-152",2,0,NA,NA,NA,NA,NA,2008-05-12
"M-302",1,"M",2008-02-12,"M-226","M-226","F-097",1,0,NA,NA,NA,NA,NA,2016-04-12
"M-303",1,"M",2008-02-12,"M-226","M-226","F-097",2,0,NA,NA,NA,NA,NA,2019-08-12
"M-304",1,"M",2008-02-12,"M-233","M-233","F-097",1,0,NA,NA,NA,NA,NA,2008-10-12
"M-305",1,"M",2008-03-12,"M-259","M-259","N-166",1,0,NA,NA,NA,NA,NA,2018-12-12
"M-306",2,"M",2008-03-12,"M-082","M-082","A-152",1,0,NA,NA,NA,NA,NA,2010-04-12
"M-307",2,"M",2008-03-12,"M-135","M-135","A-152",1,0,NA,NA,NA,NA,NA,2009-09-12
"M-308",2,"M",2008-04-12,"M-248","M-248","L-180",1,0,NA,NA,NA,NA,NA,2013-05-12
"M-309",2,"M",2008-04-12,"M-157","M-157","A-152",1,0,NA,NA,NA,NA,NA,2011-03-12
"M-310",1,"M",2008-05-12,"M-263","M-263","N-166",1,0,NA,NA,NA,NA,NA,2016-03-12
"M-311",2,"M",2008-05-12,"M-266","M-266","N-166",1,0,NA,NA,NA,NA,NA,2012-09-12
"M-312",1,"M",2008-05-12,"M-266","M-266","N-166",2,0,NA,NA,NA,NA,NA,2016-04-12
"M-313",2,"M",2008-06-12,"M-089","M-089","A-152",1,0,NA,NA,NA,NA,NA,2009-02-12
"M-314",2,"M",2008-07-12,"M-100","M-100","A-152",1,0,NA,NA,NA,NA,NA,2010-05-12
"M-315",1,"M",2008-07-12,"M-100","M-100","A-152",2,0,NA,NA,NA,NA,NA,2019-07-12
"M-316",1,"M",2008-08-12,"M-223","M-223","F-097",1,0,NA,NA,NA,NA,NA,2011-04-12
"M-317",1,"M",2008-08-12,"M-223","M-223","F-097",2,0,NA,NA,NA,NA,NA,2018-08-12
"M-318",2,"M",2008-09-12,"M-199","M-199","S-078",1,0,NA,NA,NA,NA,NA,2014-06-12
"M-319",2,"M",2008-09-12,"M-017","M-017","A-152",1,0,NA,NA,NA,NA,NA,2010-12-12
"M-320",1,"M",2008-10-12,"M-259","M-259","N-166",1,0,NA,NA,NA,NA,NA,2011-07-12
"M-321",2,"M",2008-11-12,"M-239","M-239","F-097",1,0,NA,NA,NA,NA,NA,2010-10-12
"M-322",1,"M",2008-11-12,"M-174","M-174","S-075",1,0,NA,NA,NA,NA,NA,2009-09-12
"M-323",2,"M",2008-11-12,"M-107","M-107","A-152",1,0,NA,NA,NA,NA,NA,2011-02-12
"M-324",1,"M",2008-12-12,"M-252","M-252","N-166",1,0,NA,NA,NA,NA,NA,2009-12-12
"M-325",1,"M",2008-12-12,"M-228","M-228","F-097",1,0,NA,NA,NA,NA,NA,2017-01-12
"M-326",2,"M",2008-12-12,"M-119","M-119","A-152",1,0,NA,NA,NA,NA,NA,2010-04-12
